Id,Name,Type,Profile,Image,Location,CorpStreet,ZipCode,City,Country,Tel,Fax,Email,LinkedIn,Facebook,Instagram,Twitter,Xing,Web,Product
54766,besecke GmbH & Co. KG,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B6, Stand 625",Steindamm 24,28719,Bremen,DE,+49 421-63698-0,,kontakt@besecke.de,https://www.linkedin.com/company/besecke-gmbh-&-co.-kg,https://www.facebook.com/besecke-GmbH-Co-KG-105245651918165,https://www.instagram.com/besecke_gmbh/,,https://www.xing.com/pages/beseckegmbh-co-kg,https://www.besecke.de,"AllViu 4
MarESiS
"
62675,BESENZONI S.p.A. - Società con socio unico,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B3.OG, Stand 257",Via Molere 2,24067,Sarnico (BG),IT,+39 035-910456,,info@besenzoni.it,https://it.linkedin.com/company/besenzoni,,,,,https://www.besenzoni.it,
62363,Besiktas Marine Deniz Hizm. Ve End. Ürün. San. Dis Tic. Ltd. Sti.,corporation,"Owner & Manager of Besiktas Marine Expert Ship Service & Supply Co.Ltd. (www.besiktasmarine.com) 

 

*Fire Fighting & Fixed Alarm system

*Liferaft Service & Rental ( Lalizas & Arimar Representative )

*Life boat with Davit and Winch System 

*Over load test with water bag & Bollard Pull Test

*Foam compound , Oil and Water analysis

*Magnetic & Gyro compass Adjustment

*Gas Dedection System Calibration, Maintenance and Repair

*UTI , Gauge , Temperature , Pressure Calibrator Calibrations

*ODME & OWS Calibrations

*Radio Survey and Bridge Navigation Equipments service with Repair

*VDR Service with APT , COC

*Underwater Survey , Repair and Cleaning

*Ultrasonic Measurement & NDT Test

*Inert & Gas Free Operations

*Pre-Purchase & Condition Survey 

*SIRE Inspection & Supervisor Service on Vettings

*SITE Team Service on NB & Convert projects

*Marine Propulsion Engines, diesel generator overhauling

*Naval and Mechanical Engineers & Supervisor Service

*Pipe & Steel Replacement with Hotworks 

*Piston , Valve , Spindle Recondition 

*Cargo Tank Cleaning Operation 

*Cargo Hold Cleaning Service with Grain Standarts 

*Cargo Lashing Operations 

*NEW & RECON Spares of Main Engine, Aux Engine, Boiler, Purifier, Pumps, Valves etc.

*BWTS System Electronic Modification and Start up ( Representative of BEMAC Corporation Japan www.bemac-jp.com )

*Stern Tube Seal ( Representative of Versitec Marine Canada www.versitec.ca )

*Electric Motor & Alternator Rewinding with Overhaul

*Turbocharger Overhaul and Maintenance

*Governor Service & Overhaul 

*Cooler Service & Maintenance 
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__16727__240x240px/SM22_2022_243613_3523069_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__16727__480x480px/SM22_2022_243613_3523069_av.png
","Hall B7, Stand 736",Evliya Çelebi Mah. ,34944,Istanbul,TR,+90 216-7011500,,reina@besiktasmarine.com,https://www.linkedin.com/in/besiktas-marine-016688191,,,,,https://www.besiktasmarine.com,
60401,Besiktas Shipyard c/o Peter Gast Shipping GmbH,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B3.EG, Stand 204",Ballindamm 15,20095,Hamburg,DE,+49 40-374989-0,,info@pgs.de,,,,,,http://www.pgs.de/,
57513,Betex Mühendislik san ve tic a.s.,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A4, Stand 424",Rauf Orbay cad. No. 17,34944,TUZLA,TR,+90 216-4461952,,betex@betex.com.tr,https://www.linkedin.com/feed/update/urn:li:activity:6739496677406720000,,,,,https://www.betex.com.tr,
54767,BEXCO NV,corporation,"BEXCO is a European manufacturer of synthetic ropes with a factory in Hamme, Belgium and a new load-out quayside facility in Antwerp.
BEXCO offers a full range of synthetic rope solutions for towing and mooring applications in the toughest of marine environments. Designed by skilled engineers and produced by craftsmen with decades of experience, our ropes are from the highest quality. 
BEXCO prides itself on its personal service and advise to customers. Our sales team and engineers understand your business as no other. Joining forces with our customers, project by project, we design, engineer and manufacture made-to-measure, synthetic rope solutions that are reliable, safe and best fit the specific business requirements of the customer. 
BEXCO’s personal service and care extends itself until after the initial delivery of the rope. BEXCO offers ‘on demand’ maintenance solutions based on anticipated demand by fleet composition and location and has contractual stock in strategic harbors across the world so customers can count on the timely availability of quality ropes for their vessels.
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A1, Stand 144",Industriepark Zwaarveld 25,9220,Hamme,BE,+32 52-499370,,sales@bexco.be,https://www.linkedin.com/company/bexco-nv-sa/?viewAsMember=true,,,,,https://www.bexco.be,
61371,bid2board,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__16359__240x240px/SM22_2022_241662_3516479_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__16359__480x480px/SM22_2022_241662_3516479_av.png
","Hall B2.EG, Stand 110",2 Afentouli ,18536,Piraeus,GR,-6947462538,,info@bid2board.com,,,,,,,
64605,BIJUK HPC D.O.O.,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7, Stand 338",Vrbovec Samoborski 1/A,10430,Samobor,HR,+385 1-3335800,,info@bijuk-hpc.hr,,,,,,https://www.bijuk-hpc.hr,
54768,billi dichtungstechnik gmbh,corporation,"Billi Dichtungstechnik Gmbh Is A German Leading Company Specialized In The Production Of Mechanical Seals, Gland Packings And Cut Gaskets For Industrial Pumps, Valves And Flanges For Almost Any Kind Of Industry. 
Do Not Hesitate To Contact Us For Your Future Seals & Gaskets Needs. We Have The Solution.     
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A2, Stand 206",Nelkenweg 8a,86641,Rain am Lech,DE,+49 9090-70588-0,,mail@billi-seals.de,,https://www.facebook.com/billi-dichtungstechnik-gmbh-137793466320869,https://www.instagram.de/billidichtungstechnik,,,https://www.billi-seals.de,"Mechanical Seals
"
54769,BIO SEA SAS by BIO-UV Group,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall A1, Stand 124",850 Avenue Louis Médard ,34400,Lunel,FR,+33 4-99137784,,biosea@bio-uv.com,https://www.linkedin.com/company/bio-uv-group,,,,,https://www.ballast-water-treatment.com,
58587,Bionic Production GmbH,corporation,"Bionic Production uses the disruptive approach of bionic 3D printing for the digital product and supply chain transformation. As part of the HHLA Group and with in-depth engineering know-how, we develop innovative and efficient products as well as new business models and solutions. This allows our partners to not only increase their profitability, but also to strengthen their future viability with a sustainable form of added value.
Bionic Production GmbH was founded by former employees of the renowned Laser Zentrum Nord in Hamburg in 2015. In early 2018, the company moved to Lueneburg and Hamburger Hafen und Logistik AG (HLLA) became a majority shareholder in August 2019. Numerous research and industry projects and excellent contacts to system manufacturers and service providers allow us to offer an extensive service portfolio – flexible and individual.
As a company that is not tied to any manufacturers or processes, we can find the best solution for your application. We support the entire process chain of 3D printing: from strategic to operative consulting and engineering of components to post-processing for the manufacturing of prototypes, individual parts and spare parts and serial production.
Additive Manufacturing in the Maritime Sector
3D printing allows cost-efficient, reliable on-site manufacturing of components on demand – including in industrialized countries – so that downtime can be reduced. This will result in positive changes to the worldwide transport and logistics chains in the long term. Ports and shipping companies can make use of the potentials of 3D printing to develop new operational strategies and business models or even to set up their own 3D printing center.
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B7.FG, Stand 10",Vor dem Neuen Tore 18,21339,Lüneburg,DE,+49 4131-2300230,,daniel.beck@bionicproduction.com,https://www.linkedin.com/company/bionic-production-gmbh/,,,,,,
54770,BIS Bremerhavener Gesellschaft für Investitionsförderung und Stadtentwicklung mbH,corporation,"Bremerhaven is one of the most efficient and reliable ports in the world. Highly specialised shipbuilding and ship repair companies, ship chandlers, manufacturers of nautical equipment, ship and boiler cleaners and numerous other maritime service providers ensure efficient ship operations at the highest level. Due to its proximity to seagoing water, excellent transport and port infrastructures and unique research and development infrastructure, Bremerhaven has developed into a centre of excellence for offshore wind energy. A unique scientific infrastructure and decades of maritime and port logistics expertise form a strong foundation for the entire wind energy industry and, in the future, hydrogen expertise. Bremerhaven is pursuing the goal of becoming a test region and centre of competence for hydrogen and fuel cell technologies in the north. 
We, the business development agencies in Bremerhaven, are happy to support and assist you in your search for service providers, cooperation partners or a new location in Bremerhaven. We are also responsible for the state's funding programmes, commercial real estate in Bremerhaven and the implementation of infrastructure measures.
Bremerhaven University of Applied Sciences is also an important source of impetus for promoting the development potential of the economic region, particularly in the fields of marine energy/wind energy/marine environmental protection/biotechnology/marine logistics.
With our comprehensive portfolio, we offer one-stop business development in a city of short distances. We have understood: It all depends on the right location. 
","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__12605__240x240px/SM22_2022_228860_3472194_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__12605__480x480px/SM22_2022_228860_3472194_av.png
","Hall B7, Stand 130",Am Alten Hafen 118,27568,Bremerhaven,DE,+49 471-94646-615,,wirtschaft@bis-bremerhaven.de,https://www.linkedin.com/company/bis-bremerhaven/,,https://www.instagram.com/bis_bremerhaven/,,,https://www.bis-bremerhaven.de,"Commercial space
"
58214,Blohm+Voss B.V. & Co. KG,corporation,"ANCHORED IN THE HEART OF HAMBURG

Blohm+Voss is an important part of NVL Group’s network of shipyards as a leading provider of innovative and customised solutions for the new build of naval vessels. Since its beginnings in 1877, Blohm+Voss has been located in the Steinwerder borough, right in the heart of the Port of Hamburg, Europe’s third-largest port and a respected centre of shipbuilding excellence. Having completed hundreds of new builds to date, Blohm+Voss has shaped shipbuilding history over the years and set standards in technology and design.

With a shipyard area spanning 451,000 square metres and a waterfront comprising 2,100 square metres, Blohm+Voss provides a wide range of options for different projects. At Blohm+Voss, we have seven docks in various dimensions, including Elbe 17, one of the largest graving docks in northern Europe.

Modern naval vessels are highly complex, powerful ships that require the full range of cutting-edge equipment and innovative technology to be effective. Blohm+Voss has the knowledge and expertise to provide effective naval solutions tailored to your specific needs. Within the NVL Group network, Blohm+Voss takes on a leading role for many NVL Group projects. As each project is one of a kind, we focus on agile management and remain flexible at all times. Detailed planning and fine-tuned coordination take top priority in our naval vessels and projects. Our experienced and highly skilled workforce aided by dedicated teams make sure processes run smoothly, coordinating the different building phases, materials and technology down to the very last detail. The result is one single harmonised vessel that is delivered to you as fast and as efficiently as possible – while meeting high quality standards and all the necessary regulations and legal requirements.

For all our projects, we work closely with our sister shipyards Peene-Werft, Norderwerft and Neue Jadewerft in a collaborative effort that produces effective results. Blohm+Voss focuses on the outfitting, commissioning and acceptance testing of new builds together with our customers. NVL Group’s extensive supplier network supports us in perfecting every project to the last detail, and we are proud of our long-standing relationships with our partners and suppliers. Visit us at SMM and learn more about Blohm+Voss in Hamburg at Stand 219, Hall B4, on the ground floor. ","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__12907__240x240px/SM22_2022_240150_3481371_av.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__12907__480x480px/SM22_2022_240150_3481371_av.png
","Hall B4.EG, Stand 219",Hermann-Blohm-Straße 3,20457,Hamburg,DE,+49 40-31190,,info@blohmvoss.com,https://www.linkedin.com/company/nvlgroup/,,,,https://www.xing.com/pages/nvl-b-v-co-kg,https://nvl.de/,
58398,Blokland Cooling & Propulsion,corporation,"Based in the Netherlands and with roots dating back to 1962, Blokland Non Ferro has set a new standard in terms of craftmanship, engineering and construction.

We offer the best solution for your application!
Our high-standard cooling and propulsion solutions are installed in many commercial shipping, pleasure crafts and industrial applications worldwide.

We have earned an excellent reputation when it comes to supporting our clients with outstanding cooling and propulsion solutions. We are not easily satisfied and go to great lengths to provide our clients with a solution that is as optimized and reliable as possible. Using all our expertise, craftmanship, high-quality machinery and the timeless effort of our dedicated employees. So, we defined our mission: Blokland - Keep moving forward.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__13436__240x240px/SM22_2022_240338_3490571_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__13436__480x480px/SM22_2022_240338_3490571_av.png
","Hall B7, Stand 521",Lelystraat 106,3364 AJ,Sliedrecht,NL,+31 184-613789,,sales@bloklandnonferro.nl,https://www.linkedin.com/company/blokland-non-ferro,,,,,https://www.bloklandnonferro.nl/,"Cooling solutions for industry and marine
Outstanding propulsion solutions for commercial vessels and pleasure vessels
"
54771,BLRT Grupp AS,corporation,"BLRT Grupp is one of the largest industrial holdings in the Baltic Sea region.

BLRT Grupp today is more than 50 companies that are actively working and developing in the markets of Estonia, Latvia, Lithuania, Poland, Ukraine, Finland, and Norway.

Each subsidiary is a reliable partner in its field – whether it is shipbuilding or ship repair, manufacturing of high-technology equipment and sophisticated metal structures, rolled metal products and metalworking services, mechanical engineering, gases production and sale, scrap collection and processing, transport services, port and other services, real estate development.

For over 110 years holding does not stop there and keeps up with the times, constantly expanding its capabilities.

During the event, You will be able to meet and discuss different topics with holding subsidiaries' representatives such as Western Baltic Engineering- complex ship design and engineering solutions; BLRT Repair Yards- ship maintenance, repair, and conversion; Western Baltija Shipbuilding- shipbuilding; Mereabi- marine safety service provider; Western Ships Agency- agency, chartering and freight forwarding services.

","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B4.EG, Stand 106",Kopli 103,11712,Tallinn,EE,+372 610-2408,,blrt@blrt.ee,https://linkedin.com/company/blrt-grupp/,https://www.facebook.com/blrtgrupp,,,,https://www.blrt.ee/en/,
58350,BLÜCHER Metal A/S,corporation,"Keeping up the flow onboard
Since the early 1980’s, BLÜCHER has been the first-choice sanitary discharge system for newbuilding and refitting of all types of vessels. BLÜCHER sanitary discharge system has been installed in more than 2,500 vessels worldwide ranging from cruise liners and luxury yachts to naval vessels and offshore facilities. BLÜCHER is the preferred supplier to several of the largest yards worldwide, among them STX France, STX Europe Finland, Meyer Werft (DE), Fincantieri (IT) and Daewoo DSME (Korea).

BLÜCHER is one of Europe’s leading producers of stainless steel drainage systems with subsidiaries and sales offices across Europe, in the Middle East, India, and China. BLÜCHER’s head office with production, product development, storage, and administration facilities is based in Vildbjerg, in the western part of Denmark.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B1.EG, Stand 203",Pugdalvej 1,7480,Vildbjerg,DK,-99920755,,marine@blucher.com,https://www.linkedin.com/company/blucher/mycompany/,https://www.facebook.com/blucherdenmark,https://www.instagram.com/blucherdanmark/,,,http://www.blucher-marine.com,
57514,Blue Atlas Robotics ApS,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B6, Stand 450",Forskerparken 10,5230,Odensen M,DK,+45 292-82548,,mads@blueatlasrobotics.com,https://www.linkedin.com/company/18986451/admin/,,,,,https://www.blueatlasrobotics.com,
54772,Blue Marine Trading Agent,corporation,"Blue Marine Trading & Engineering is an established company specializing in spare parts procurement, modification and services in the cargo ship sector, based in Germany and China.
This enables us to meet the requirements companies worldwide in terms of reliability, precision and the desire to have a contact person in China and Europe. Our factories in China ensure that we can respond promptly, flexibly and cost-efficiently to inquiries.
We are able to offer you spare parts from almost all major manufacturers quickly, with high quality and cost-effectively.
We are specialized in Hatch Cover and Crane Spare parts, therefore we have stocks that can be called up immediately.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B6, Stand 501",Hohe Bleichen 12,20354,Hamburg,DE,+49 40-22865438,,spares@bluemarinetrading.com,https://www.linkedin.com/company/blue-marine-trading-engineering-co-ltd/,,,,,https://www.bluemarinetrading.com,
58351,Blue Water Shipping A/S,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B1.EG, Stand 505",Trafikhavnskaj no. 9,6700,Esbjerg,DK,+45 79-134144,,esbjerg@bws.net,https://www.linkedin.com/company/bwsglobal/,,,,,https://www.bws.dk,
60717,Bluetech Finland Oy,corporation,,"https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B1.OG, Stand 207",Tinasepäntie 45,620,Helsinki,FI,+358 20-7789210,,office@bluetechfinland.com,https://www.linkedin.com/company/bluetech-finland-ltd,,,,,https://www.bluetechfinland.com,
61372,BLUNOX A/S,corporation,"BLUNOX A/S

THE INDUSTRY LEADER WITHIN SCR EMISSION CONTROL SOLUTIONS FOR NOx REDUCTION

BLUNOX develops, manufactures and markets BLUNOX SCR systems, which are based on the ground-breaking Digital Airless Multipoint Technology. 

Focus is on large engine applications and the BLUNOX standard product range fit engines/turbines with power ratings of 250 kW to 25 MW. Clients include organizations, which are at the forefront within Defence, Commercial Shipping, Ship Building, Engine Makers, Power Generation/Utilities and trusted Contractors in general.

The BLUNOX systems are available for marine, offshore, off-highway and stationary applications ensuring compliance with IMO Tier 3 regulations.

BLUNOX A/S is a member of DANSK TEKNOLOGI Group founded in 1982

www.blunox.com","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B1.EG, Stand 112",Frydenlundsvej 30,2950,Vedbæk,DK,+45 4422-8300,,info@blunox.com,,,,,,https://www.blunox.com,
59930,BMT Repairs,corporation,"BMT offers afloat ship repairs with own skilled personnel as well as auxiliary services for maritime industry. We operate in all principle ports of spanish mediterranean coast and other counties upon request, with our network of partners and own resources.
 
We respond to any emergency-situation affecting the vessel’s integrity and provide immediate assistance through a wide range of 24 hours attendances.
 
We can provide planned maintenance services, riding squads, new system installation and modifications to vessel’s existing systems. 
 
We are offering ME & AE overhauling’s with skilled mechanics, Crane works, electrical and electronic repairs/trouble shooting, Automations, HVAC repairs, Boiler repairs including total retubing, T/C repairs and spare parts, Piping works and pipe scanning, Metal works, with certified welders, Annual surveys of LSA/FFE systems, Pressure / temperature calibration certificates, Hose tests for bunker/other  hoses, CLT up to 600MT for crane/lifeboats/gangways, cleaning and painting works
 
We operate with own installations and equipment in the principle ports of spanish cost like Algeciras - Valencia - Barcelona ","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Aussteller/Bilder/image-thumb__13957__240x240px/SM22_2022_240375_3491972_av.png
https://digitale-services.hamburg-messe.de/digitale-services/Aussteller/Bilder/image-thumb__13957__480x480px/SM22_2022_240375_3491972_av.png
","Hall B2.EG, Stand 109","Calle Galeón, 20 – Pol. Ind. Palmones I ",11379,Los Barrios (Cádiz),ES,+34 673-135276,,technical@bmt-repairs.com,https://www.linkedin.com/company/27179148/admin/,,https://www.instagram.com/bmtrepairs14/,,,http://www.bmt-repairs.com,
62676,Boat lift srl,corporation,"Boat Lift is born as a result of multiple competencies conveying in a single company, set to become a benchmark in handling and lifting field, both for nautical and industrial players.
Unique technical know-how, paired with decennial experience and with a mission of continuous research & development make it possible to work on multiple tailored projects ensuring quality and efficiency in every process.
A reliable, quick and responsive aftersales service is the key to build long-term relationship with customers, assuring functionality and maintenance of the machines at every stage.","https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__240x240px/sm_pur_rgb_soft.png
https://s3.eu-central-1.amazonaws.com/elasticbeanstalk-eu-central-1-886561356886/pimcore_hmcdp_test_env/tmp/image-thumbnails/digitale-services/Veranstaltungen/SMM/SM22/RahmenprogrammBild/image-thumb__8395__480x480px/sm_pur_rgb_soft.png
","Hall B3.OG, Stand 138",Via Alba Narzole 19,12055,Diano d'Alba,IT,+39 0173-500357,,boatlift@businesspec.it,https://www.linkedin.com/company/boat-lift/,https://www.facebook.com/boatliftitaly,https://www.instagram.com/boatliftitaly/,,,https://www.boatlift.it,
