Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Philips Venture Capital Fund,https://www.ventures.philips.com/,https://www.linkedin.com/company/philips/,Netherlands,"USA,Israel,Canada,Netherlands",3. Early Revenue,,Corporate VC,"$2,000,000 ",
Phoenix Contact Innovation Ventures,http://www.phoenixcontact-innovationventures.com/,https://www.linkedin.com/in/marcus-b%C3%B6ker-5204336a/,"Blomberg, Nordrhein-Westfalen, Germany",Germany,,,Corporate VC,,
Phoenix Venture Partners,http://www.phoenix-vp.com/,,USA,"Israel,USA,Canada","2. Prototype,3. Early Revenue",,VC,,
Phystech,http://phystech.vc/,https://www.linkedin.com/company/phystech-ventures/about/,USA,USA,,,VC,,
Phyto Partners,http://www.phytopartners.com,,,,,,,,
Pi Ventures,http://www.piventures.in/,,India,India,3. Early Revenue,,VC,,
Picardie Investissement,http://www.picardie-investissement.fr/,https://fr.linkedin.com/company/picardie-investissement,,France,,,Other,,
Pico Partners,http://www.pico.partners/,,,UK,"3. Early Revenue,4. Scaling",,VC,,
Picus Capital,http://www.picuscap.com/,https://www.linkedin.com/company/picus-capital/,Germany,"USA,Canada,Germany,France","3. Early Revenue,4. Scaling",,VC,,
Pielab Venture Partners,https://www.pielab.com.au/,https://www.linkedin.com/company/pie-lab-venture-partners/,Australia,Australia,,,VC,"$1,000,000 ",
Pilot Growth Equity,https://www.pilotgrowth.com/,https://www.linkedin.com/company/pilot-growth-equity/,,,"4. Scaling,5. Growth",,VC,,
Ping An Capital,http://pacapital.pingan.com/,,"Shanghai, Shanghai, China",China,,,Corporate VC,,
Pink Sky Capital,https://pinkskygroup.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Pinnacle Ventures,https://www.pinnacleventures.com/,,"Menlo Park, California, United States",USA,,,Other,,
Pinto Ventures,https://www.pinto.ventures/,,,,,,,,
Pioneers,https://pioneers.io/ventures,https://www.linkedin.com/company/pioneers-io/,Austria,Austria,3. Early Revenue,,VC,,
Pipeline Angels,http://pipelineangels.com/,,,,,,Angel network,,
Pipeline Capital Partners,https://www.pipeline.vc/,,,,"3. Early Revenue,4. Scaling",,VC,,
Piper Sandler (ex-Piper Jaffray),http://www.pipersandler.com/,,,USA,,,Other,,
Pique Ventures,http://piqueventures.com,,,,,,,,
Pirate Ventures,http://www.pirateventures.de,,"Washington, District of Columbia, United States",USA,,,Family office,,
Pirveli Ventures,https://www.pirveliventures.com/,,Canada,"Israel,Canada",3. Early Revenue,,VC,,
Pitango,https://www.pitango.com/, https://www.linkedin.com/company/pitango-vc/,Israel,"USA,Israel",3. Early Revenue,,VC,,
Piton Capital,https://www.pitoncap.com/,https://www.linkedin.com/company/3084460/,UK,"UK,France",3. Early Revenue,,VC,"$200,000 ",
Pivotal BioVentures,https://pivotalbiovp.com/,https://www.linkedin.com/company/pivotal-bio-venture/,,China,,,Other,,
Pivotal Ventures,https://www.pivotalventures.org/,https://www.linkedin.com/company/pivotalventures,,,,,"Incubator, Accelerator",,
PivotNorth Capital,http://www.pivotnorth.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Pix Vine Capital,https://www.pixvc.com/,https://www.linkedin.com/company/pix-vine-capital/,"Singapore, Central Region, Singapore",Singapore,,,Corporate VC,,
PJ Tech Catalysts,http://www.pjtechcatalyst.com/about.html,https://www.linkedin.com/company/pj-tech-catalyst-fund ,Greece,Greece,3. Early Revenue,,VC,"$50,000 ",
PJC,http://pjc.vc/,https://www.linkedin.com/company/pjcvc/,USA,USA,"2. Prototype,3. Early Revenue",,VC,"$500,000 ",
Plains Angels,http://plainsangels.com/,,,,,,Angel network,,
Planet 9 Venture,http://www.planet9venture.com/,https://www.linkedin.com/in/kristin-odfjell-55b2a481/,,,"2. Prototype,3. Early Revenue",,VC,,
Planven Entrepreneur Ventures,https://www.planvenev.com/,https://www.linkedin.com/company/planven-entrepreneur-ventures/?originalSubdomain=it,,UK,,,VC,,
Platform Advisory Partners,https://www.platformadvisorypartners.com,,Australia,Australia,,,Other,,
Play Ventures,https://playventures.vc/,https://www.linkedin.com/company/reworksgames/,,,,,Other,,
Playfair Capital,https://playfaircapital.com/,https://www.linkedin.com/in/andrew-sheffield-264360134/,UK,UK,"2. Prototype,3. Early Revenue",,VC,,
Playtika Growth Investments,https://www.playtikagrowth.com/,https://il.linkedin.com/company/playtika,,,"5. Growth,6. Pre-IPO",,VC,,
PlÃ©iade Venture,https://pleiadeventure.com/,https://www.linkedin.com/company/pleiade-venture/,"29 rue de Miromesnil, 75008 Paris",France,"3. Early Revenue,4. Scaling","We invest over the long term and without a predetermined exit horizon in innovative and growing French companies, in all sectors, up to â‚¬3 million (alone or in co-investment).",VC,"$200,000 ","$3,000,000 "
Plough Penny Partners,http://www.ploughpenny.com,https://www.linkedin.com/company/plough-penny-partners/,"New York, New York, United States",USA,,,Family office,,
Plug & Play Ventures,https://www.plugandplaytechcenter.com/ventures/,https://www.linkedin.com/company/plug-and-play-tech-center/,"440 N. Wolfe Rd, Sunnyvale, CA 94085, US","USA,France,Australia,Brazil,Canada,China,Colombia,Denmark,Germany,Hong Kong,India,Ireland,Indonesia,Israel,Mexico,Singapore,UAE,Switzerland,Spain","3. Early Revenue,4. Scaling,2. Prototype,1. Idea or Patent","We invest in early stage tech companies across industries. We are based in Silicon Valley but invest in companies around the world.

We invest at early-stage across most industries: Fintech, Insurtech, Internet of Things, Brand & Retail, Mobility, New Materials & Packaging, Sustainability, Food & Beverage, Travel & Hospitality, Health & Wellness, and Supply Chain & Logistics.",VC,"$50,000 ","$400,000 "
Plum Alley Investments,http://plumalley.co,https://www.linkedin.com/in/deborahbjackson/,,,,,,,
Plus 8 Equity Partners,http://www.plus8equity.com/,,,,,,VC,,
Plus Capital,http://www.pluscapital.com,https://www.linkedin.com/company/plus-capital,,,,,,,
Plus Ventures,http://www.plusventures.co.il/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
PM Equity Partner,https://www.pmequitypartner.com/,https://www.linkedin.com/company/pmep/about/,"Lausanne, Vaud, Switzerland",Switzerland,,,Corporate VC,,
PMV,https://www.pmv.eu/en/about-financing-entrepreneurs,https://www.linkedin.com/shareArticle?mini=true&title=About+financing+for+entrepreneurs+%7C+PMV&url=https%3A%2F%2Fwww.pmv.eu%2Fen%2Fabout-financing-entrepreneurs,Belgium,Netherlands,3. Early Revenue,,VC,,
Poalim Capital Markets,http://www.poalimcm.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
PoC Capital,https://www.poccap.com,,"Palo Alto, California, United States",USA,,,Family office,,
Pohlad Companies,http://www.pohladcompanies.com/,https://www.linkedin.com/company-beta/1958369/?pathWildcard=1958369,"Minneapolis, Minnesota, United States",USA,,,Family office,,
Point Nine Capital,https://www.pointnine.com/,https://www.linkedin.com/company/point-nine-capital/,"Chausseestrasse 19, 10115 Berlin, Germany","Australia,Austria,Armenia,Belgium,Bulgaria,Croatia,Czech Republic,Estonia,Finland,Germany,Canada,Denmark,Greece,Hungary,Ireland,Israel,Italy,France,Latvia,Lithuania,Netherlands,USA,UK,Turkey,Switzerland,Sweden,Slovakia,Spain,Poland","2. Prototype,3. Early Revenue","We invest in B2B SaaS and B2B marketplaces at the seed stage.
Occasionally we make pre-seed, â€žSeed IIâ€œ, or â€žearly Series Aâ€œ investments.
Our initial ticket size is â‚¬0.5-â‚¬3 million. If you raise a seed round from us, we commit to participating in your Series A.
Weâ€™re geo-agnostic. Europe is our home market, but about 40% of our investments are in the US, Canada, and other countries.",VC,"$500,000 ","$3,000,000 "
Point72 Ventures,https://p72.vc/,https://www.linkedin.com/company/point72-ventures/,"Sand Hill Road, Menlo Park, CA, USA 94025","USA,Brazil,UK,Canada,Mexico,Australia","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest primarily in fintech, AI, and enterprise companies across all stages of growth, from idea to IPO. We do deep research behind our investments and look for founders looking to transform industries. ",VC,"$1,000,000 ","$75,000,000 "
PointGuard Ventures,http://www.pointguardventures.com,,,,,,,,
Pola Orbis Holdings,https://www.po-holdings.co.jp/venture/,,,Japan,,,Corporate VC,,
Polaris Partners,https://www.polarispartners.com/portfolio/,,"Boston, Massachusetts, United States","USA,Canada",3. Early Revenue,,VC,,
Polymath Capital Partners,https://www.polymathcp.com/,https://www.linkedin.com/company/polymath-capital-partners/,"San Francisco, CA US","USA,UK,Singapore","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in pre-seed and seed-stage companies with an emphasis on community, longevity, and financial democratization.",VC,"$25,000 ","$250,000 "
Polymatter Invest,https://www.polymatter.ventures/,https://www.linkedin.com/company/polymatter-holding-invest/,"Paris, France",France,"3. Early Revenue,2. Prototype",We invest in pre-seed and seed rounds. Sector-agnostic. ,Angel network,"$20,000 ","$50,000 "
Polytech Ventures,https://polytechventures.ch/companies/,,Switzerland,USA,3. Early Revenue,,VC,"$100,000 ",
Pomegranate Ventures,https://www.pomvc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Ponooc,https://ponooc.vc/team/,https://www.linkedin.com/in/friso-bensdorp-343545/,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Pontifax VC,https://www.pontifax.com/,,Israel,"Israel,USA,Canada",3. Early Revenue,,VC,,
Pontis Capital,http://www.pontiscapital.at/,https://www.linkedin.com/in/gerhard-fiala-58215b4,,,,,VC,,
Pool Global Partners,https://www.poolglobalpartners.com/,,Canada,"USA,Canada",,,VC,,
Porsche Ventures,https://www.porsche.ventures/,https://www.linkedin.com/company/porsche-ventures/mycompany/,"214 Homer Ave, Palo Alto, CA 94301","USA,Germany,UK,Sweden,Israel,China,Switzerland,France,Netherlands","3. Early Revenue,4. Scaling,5. Growth",Investing in founders who dare to build their dreams ,Corporate VC,"$500,000 ","$7,000,000 "
Portfolia,https://www.portfolia.co/,https://www.linkedin.com/company/portfolia/,,,"2. Prototype,3. Early Revenue",,VC,,
PortfoLion,https://www.portfolion.hu/,,,,,,,,
Portland Seed Fund,http://portlandseedfund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Portola Creek Capital,http://www.portolacreek.com,https://www.linkedin.com/company/portola-creek-capital.-llc/,"San Francisco, California, United States",USA,,,Family office,,
Portugal Ventures,https://www.portugalventures.pt/en/ ,https://www.linkedin.com/company/portugal-ventures,"Av. Dr. Antunes GuimarÃ£es, 103, 4100-079 Porto",Portugal,"2. Prototype,3. Early Revenue",We invest in Portugal-based tech-based startups with MVP.,VC,"$100,000 ","$1,000,000 "
Posco Venture Partners,http://www.poscoventure.co.kr,,"Seoul, Seoul-t'ukpyolsi, South Korea",South Korea,,,Corporate VC,,
Poseidon Asset Management,https://www.poseidonassetmanagement.com/,http://www.linkedin.com/company/poseidon-asset-management-llc-?goback=.nmp_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1&trk=nmp_rec_act_company_photo,,,"2. Prototype,3. Early Revenue",,VC,,
Possibilian Ventures,https://possibilian.vc,https://linkedin.com/in/igniter,,,,,,,
Potential Energy DC Angel Network,http://www.potentialenergydc.org/,,,,,,Angel network,,
Power Generations,http://www.powergenerationsinc.com/,https://www.linkedin.com/in/carol-cutler-319b581b,"Pompano Beach, Florida, United States",USA,,,Family office,,
Powerhouse,https://www.powerhouse.fund/,https://www.linkedin.com/company/3600486/,,,,,,,
PowerHouse Ventures,https://www.powerhouse-ventures.co.nz/,,New Zealand,New Zealand,"2. Prototype,3. Early Revenue",,VC,,
Powerplant Ventures,https://powerplantpartners.co/,https://www.linkedin.com/company/powerplant-ventures,,,,,,,
Practica Capital,http://practica.vc/,https://www.linkedin.com/company/practica-capital,Lithuania ,Lithuania,3. Early Revenue,,VC,"$200,000 ",
Prairie Management Group,http://www.prairiemgmt.com,,"Chicago, Illinois, United States",USA,,,Family office,,
Prairiegold Venture Partners,http://www.pgvp.com/index.php,,,,,,,,
Praktikerinvest,http://www.praktikertjanst.se,https://www.linkedin.com/company/praktikertjanst-ab,"Stockholm, Stockholms Lan, Sweden",Sweden,,,Corporate VC,,
Prasetia Dwidharma,http://www.prasetia.co.id/investment,,"Jakarta Pusat, Jakarta Raya, Indonesia","Indonesia,USA",,,Corporate VC,,
PreeSeed Ventures,https://www.preseedventures.dk/,,,,,,Other,,
Prehype,http://www.prehype.com/,https://www.linkedin.com/company/prehype,,,,,Other,,
Prelude Ventures,https://www.preludeventures.com/,,USA,USA,3. Early Revenue,,VC,,
Premanco Ventures,http://premanco.com,,"San Mateo, California, United States",USA,,,Family office,,
Presence Capital,https://www.presencecap.com/,https://linkedin.com/in/amittmahajan,USA,USA,,,VC,,
Presidio Partners,https://presidiopartners.com/,,,,,,,,
Presidio Ventures,http://www.presidio-ventures.com,https://www.linkedin.com/company/1229119/,"Santa Clara, California, United States",USA,,,Corporate VC,,
Presight Capital,https://www.presight.vc/,https://www.linkedin.com/company/presight-capital/,,,,,Other,,
Pretiosum Ventures,https://pretiosum.vc,https://www.linkedin.com/company/pretiosum-ventures/,"49 Berkeley Square, Pretiosum Ventures, London, England W1J 5AZ, GB","UK,France,Spain,Germany,Ukraine,USA,Poland,Portugal,Austria,Bulgaria,Estonia",3. Early Revenue,We invest in B2B European companies founded by Immigrant founders.,VC,"$100,000 ","$1,500,000 "
Previz Ventures,http://www.previzv.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Primal Capital,http://primalcap.com/,,,Japan,,,VC,,
Primary Venture Partners,https://www.primary.vc/,https://www.linkedin.com/company/primary-venture-partners/,"New York, New York, United States",USA,,,Other,,
Prime Coalition,https://primecoalition.org/,https://www.linkedin.com/company/primecoalition/,,,,,,,
Prime Impact Fund,https://www.primeimpactfund.com/,,,,,,Other,,
Prime Partners,http://www.prime-prtnrs.com/,,,Japan,,,VC,,
Prime Ventures,https://www.primeventures.com,,Netherlands,"Netherlands,India,France","3. Early Revenue,4. Scaling",,VC,"$5,000,000 ",
PrimeCrowd,https://prime-crowd.com/en,https://www.linkedin.com/company/primecrowd,"Apollogasse 4/1, 1070 Vienna, Austria","Austria,Belgium,Denmark,Switzerland,Spain,Sweden,Romania,Poland,Netherlands,Germany,Estonia,Liechtenstein,Hungary,France,Finland,Lithuania,Portugal","3. Early Revenue,4. Scaling,2. Prototype,5. Growth",We invest in highly scalable startups all around Europe.,Angel network,"$300,000 ","$2,000,000 "
Primeiro Partners,http://www.primeiropartners.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Primer Capital,http://primer-capital.com/en/,https://www.linkedin.com/company/10394548,Russia,Russia,3. Early Revenue,,VC,,
Primomiglio SGR,http://www.primomigliosgr.it/,,,,"2. Prototype,3. Early Revenue",,VC,,
Princeville Climate Technology,https://www.princeville-capital.com/princeville-climate,https://www.linkedin.com/company/princeville-capital/,,,,,,,
Pritzker Group,https://www.pritzkergroup.com/,,USA,"USA,Canada",3. Early Revenue,,VC,"$500,000 ",
PrivilÃ¨ge Ventures,https://privilege-ventures.com/,https://www.linkedin.com/company/28867118/admin/,,UK,,,VC,,
Profounders Capital,https://www.profounderscapital.com/,https://www.linkedin.com/company/profounders-capital/,,,,,Other,,
Progress Tech Transfer,https://www.progressttfund.it/,https://www.linkedin.com/company/progress-tech-transfer-fund/,"Via Turati 40 20121 Milan, Italy",Italy,"2. Prototype,3. Early Revenue,4. Scaling","We invest in startup with focus in sustainable tech B2B 

We invest in sustainable technologies from research of Italian universities and public research organizations, start-ups, spin-offs, and visionary entrepreneurs. 

We mainly invest in Italy, with Italian founders, and/or relations with Italian universities.",VC,"$500,000 ","$1,500,000 "
Progress Ventures,https://www.progressventures.com/,https://www.linkedin.com/company/progress-ventures/ ,,,,,VC,,
Progression Fund,https://www.progression.fund/,https://www.linkedin.com/company/progressionfund/,"San Francisco, USA","USA,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in founders focused on building products to meet behavior changes driven by generational differences, technology adoption and historical events",VC,"$150,000 ","$250,000 "
Project 11 Ventures,http://www.project11.com/,,,USA,,,Other,,
Project A Ventures,https://www.project-a.com/,https://www.linkedin.com/company/project-a-ventures/,"Julie-Wolfthorn-StraÃŸe 1, Berlin, 10115, DE","Germany,Ireland,France,UK,Austria,Belgium,Czech Republic,Denmark,Sweden,Portugal,Spain,Italy","3. Early Revenue,4. Scaling,2. Prototype","We invest in European startups.

Project A is an early-stage venture capital firm, combining financial and operational support for technology companies with a team of 100 in-house experts. The portfolio includes Trade Republic, sennder, KRY, Catawiki, WorldRemit, Spryker and Voi.",VC,"$1,000,000 ","$8,000,000 "
Prologis Ventures,https://www.prologis.com/industrial-development-capabilities/strategic-capital,,,,,,,,
Promentum Equity Partners,http://www.promentumequity.com/,https://www.linkedin.com/company/promentum-equity,,,,,Other,,
Promus Ventures,http://www.promusventures.com/,https://www.linkedin.com/company/promus-ventures,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
Pronomos Capital,https://www.pronomos.vc/,https://www.linkedin.com/company/pronomos,,,"2. Prototype,3. Early Revenue",,VC,,
Proof Fund,https://proof.vc/,https://www.linkedin.com/company/carbon-health/,"Reston, Virginia, United States",USA,,,Other,,
Propagator Ventures,https://propagator.vc/,,Norway,USA,"2. Prototype,3. Early Revenue",,VC,,
Prospect Venture Partners,https://www.prospectventures.com/,https://www.linkedin.com/company/prospect-venture-partners-lp/,USA,USA,3. Early Revenue,,VC,"$500,000 ",
Prosper Women Entrepreneurs,http://www.prosperstl.com/,https://www.linkedin.com/company/prosper-women-entrepreneurs/,,,,,Other,,
Proton Enterprises,https://www.protonenterprises.com/,https://www.linkedin.com/company/vsl-partners/about/,,,"2. Prototype,3. Early Revenue",,VC,,
ProVenture,http://www.proventure.no/?lang=en_US,https://www.linkedin.com/company/proventure-management/,,,,,Other,,
Providence Equity Partners - Growth,http://www.provequity.com/,https://www.linkedin.com/company/providence-equity-partners/,,,,,VC,,
Proxima Ventures,http://www.proxima.co.il/Proxima-Ventures/,,,,"2. Prototype,3. Early Revenue",,VC,,
Proxy Ventures,http://www.proxy.vc/,https://www.linkedin.com/company/proxyvc,,,,,Other,,
Prudential,http://www.prudential.com,,,,,,VC,,
PSL Ventures,https://www.psl.com/ventures,https://www.linkedin.com/company/pioneer-square-labs,"240 2nd Ave S, Seattle, WA 98112, United States",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in founders with passion and heart, building tech-driven, industry-shaping businesses all over the Pacific Northwest (WA, OR, ID, MT, BC). Most of us are founders who have built market-defining companies ourselves. We are addicted to helping other exceptional founders do the same. We invest at Pre-Seed, Seed, and Series A. ",VC,"$500,000 ","$3,500,000 "
Puget Sound Venture Club,http://pugetsoundvc.com/,,,,,,Angel network,,
Pureos Bioventures,https://www.pureosbio.com/en/,https://www.linkedin.com/in/dominik-escher-399a536/,,UK,,,VC,,
Purpose Built Ventures,https://purposebuilt.vc/,https://www.linkedin.com/company/purpose-built-ventures?trk=ppro_cprof,,,"2. Prototype,3. Early Revenue",,VC,,
PV Ventures,http://www.pvventuresllc.com,,,,,,,,
PVFO Pritzker Vlock Family Office,https://www.pvfamilyoffice.com,https://www.linkedin.com/company/pritzker-vlock-family-office,"Chicago, Illinois, United States",USA,,,Family office,,
Pymwymic,https://pymwymic.com/about-us/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Q Venture Partners,http://qventure.partners/,https://www.linkedin.com/company/askqinc/,Hong Kong,"Israel,USA,Switzerland","2. Prototype,3. Early Revenue",,VC,"$250,000 ",
QB1 Ventures,https://www.qb1ventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
QBE Ventures,https://www.qbe.com/ventures,https://www.linkedin.com/company/qbe-ventures/,"Sydney, New South Wales, Australia",Australia,,,Corporate VC,,
QED Investors,https://qedinvestors.com/,https://www.linkedin.com/company/qed-investors/,"Alexandria, Virginia, United States",USA,,,Other,,
Qiming Venture Partners,https://qimingvc.com/en,https://www.linkedin.com/company/qiming-venture-partners,China,"China,USA",3. Early Revenue,"We invest in information technology and new consumer business patterns. We focus on mobile internet, social networking, and entertainment. We value how technology redefines business, education, and transport. 

Seventy percent of our investments are in Series-A.

We have great interests in China' s manufacturing upgrade opportunities.

Our healthcare investments are majorly in diagnostics, R&D, equipment, and services fields. In recent years, we started to pay close attention to AI-related ""Digital Healthcare"" sector.",VC,,
QNBeyond Ventures,https://www.qnbeyondventures.com/,https://www.linkedin.com/company/qnbeyond-ventures,"Istanbul, Turkey","Finland,Austria,Canada,USA,Estonia,Germany,France,Turkey,Bulgaria,Greece,Latvia,Lithuania,Israel,UK,Ukraine,Romania,Sweden,Hungary,Netherlands","2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage Fintech, B2B SaaS, Enterprise Software, Cybersecurity, Proptech startups ",Corporate VC,"$200,000 ","$750,000 "
Quadia,http://www.quadia.ch/,https://www.linkedin.com/company/quadia-sa/,Switzerland,Switzerland,3. Early Revenue,,VC,,
Quadro Capital Partners,http://www.quadrocapital.com/,https://www.linkedin.com/in/giedrius-pukas-444272/,,,,,VC,,
Quake Capital,https://www.quakecapital.com/,https://www.linkedin.com/company/quake-vc/,"New York, New York, United States",USA,,,VC,,
Qualcomm Ventures,https://www.qualcommventures.com/,http://www.linkedin.com/company/qualcomm-ventures,"San Diego, California, United States","USA,Israel,Canada",3. Early Revenue,,Corporate VC,,
Qualgro VC,https://www.qualgro.com,https://www.linkedin.com/company/qualgro-partners/,Singapore,Australia,,,VC,"$3,000,000 ",
Quan Funds,https://www.quanvc.com/,,Switzerland,Switzerland,3. Early Revenue,,VC,,
Quantonation,https://www.quantonation.com/,https://www.linkedin.com/company/quantonation,"58, Rue d'hauteville, Paris, Ile-de-France 75010, FR","Israel,USA,Canada,France,Switzerland,UK,Germany,Italy,Norway,Sweden,Spain,Portugal,Austria","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in Quantum Tech Startups, Deep Tech, Spin-Off from University, Seed stage",VC,"$250,000 ","$1,000,000 "
Quantum,http://www.quantum.ne.jp/,,,Japan,,,Startup studio,,
QuarterMoore,http://quartermoore.com/,https://www.linkedin.com/company/quartermoore-capital-llc,"Atlanta, Georgia, United States",USA,,,Family office,,
Quasar Ventures,https://quasarventures.com/,,,,,,VC,,
Queen City Angels,http://www.qca.com/,https://www.linkedin.com/company/queen-city-angels/,,,,,Angel network,,
QueensBridge Venture Partners,https://qbvp.com/,,,,,,VC,,
QuestMark Partners,https://www.questm.com/,,"Baltimore, Maryland, United States",USA,,,Other,,
Qumra Capital,http://www.qumracapital.com/,https://il.linkedin.com/company/qumra-capital,,UK,"5. Growth,6. Pre-IPO",,VC,,
Quotidian Ventures,http://www.quotidian.co/,,,USA,,,Other,,
Qure Ventures,https://www.qureventures.com,clkn/https/www.linkedin.com/in/yossi-bahagon-0133932/,,,"4. Scaling,5. Growth",,VC,,
QVentures,https://www.qventures.co/,,,,"2. Prototype,3. Early Revenue",,VC,,
R/GA Ventures,https://ventures.rga.com/,https://www.linkedin.com/company-beta/207439/,"New York, New York, United States",USA,,,Corporate VC,,
R3i Ventures,https://www.r3iventures.com, https://www.linkedin.com/company/r3iventures,"Mapletee Business City, 20 Pasir Panjang Road Singapore 117349","USA,Singapore,Luxembourg,Australia","3. Early Revenue,4. Scaling,2. Prototype","We invest in early-stage DeepTech and MedTech companies that have the potential to go global and can be venture built for scale, co-ventured, or spun off. ",VC,"$250,000 ","$2,500,000 "
R7 Partners,https://r7.vc/,https://www.linkedin.com/in/alijavidan/,,,,,,,
RA Capital Management,https://www.racap.com/,,,USA,,,Other,,
RAA Ventures,http://raaventures.com/company/,,,USA,,,Other,,
RAD BioMed Accelerator,http://www.radbiomed.com/,,,,,,VC,,
Radiant Venture Capitalâ€‹,http://www.radiantvc.com/,,,Hong Kong,,,VC,,
Radical Ventures,https://radical.vc/,https://www.linkedin.com/company/radicalventures/,"661 University Ave #470, Toronto, ON M5G 1M1, Canada","USA,Canada","3. Early Revenue,4. Scaling","We invest in post-product, post-revenue applied AI businesses across many verticals: Cybersecurity, fintech, healthcare, infrastructure, agriculture",VC,"$4,000,000 ","$10,000,000 "
Radicle,https://radicle.vc/,https://www.linkedin.com/company/10676519?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10676519%2Cidx%3A1-3-3%2CtarId%3A1477935217927%2Ctas%3Aradicle,,,,,,,
Radicle Impact Partners,http://www.radicleimpact.com/,,,,,,,,
Radna Intellectual Ventures,http://www.radnaindustries.com/,,USA,USA,2. Prototype,,VC,,
Raffay Ventures,https://raffay.com/,,,,,,Other,,
Rainbow Medical,http://www.rainbowmd.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Raine Group,https://raine.com/,,,,,,Other,,
Rainmaking,http://www.rainmaking.io/,https://www.linkedin.com/company/rainmaking,,,,,Other,,
Raise Ventures,https://www.raise.co/,https://www.linkedin.com/company/raise-france/,"138 bis, rue de Grenelle 75007 Paris, France","France,UK,Germany,Austria,Belgium,Denmark,Italy,Spain","3. Early Revenue,4. Scaling","We invest in growing innovative technological companies from Seed to Series B (lead or co-lead). 

We are generalists but opportunists. We invested in varied sectors and business models:(i) the B2C marketplace Bergamotte that digitalized the offer to deliver flowers, (ii) in the B2B fintech Mooncard that offers a solution for B2B expenses account or (iii) in the Saas solution Livestorm, the competitor of Zoom for visioconference and webinars.",VC,"$500,000 ","$7,000,000 "
Rakuten Capital,https://capital.rakuten.com/,,"Setagaya, Tokyo, Japan",Japan,,,Corporate VC,,
Random Forest VC,https://www.randomforestvc.com/,https://www.linkedin.com/company/random-forest-fund/,"35 Ahad Ha'Am St , Tel Aviv, Israel 6520206, IL",Israel,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in market disruptive ventures, based on cutting-edge Machine Learning and Artificial Intelligence technologies.",VC,"$300,000 ","$700,000 "
Randstad Innovation Fund,http://www.randstadinnovationfund.com,https://www.linkedin.com/company/randstad-innovation-fund/,"Amsterdam, Noord-Holland, The Netherlands",Netherlands,,,Corporate VC,,
Raptor Group,http://www.raptorgroup.com/,,,,,,VC,,
RareBreed Ventures,https://www.rarebreed.vc/,https://www.linkedin.com/in/mckeever/,"Baltimore, Maryland, USA",USA,"3. Early Revenue,2. Prototype,1. Idea or Patent","We invest mostly, but not exclusively, in founders outside of major tech hubs (SF, NY, MA) building a software product with a unique or clearly repeatable customer acquisition strategy or building a physical product in a vertical that has lacked innovation in 10+ years. This is because these two founders are out-of-the-box thinkers and problem solvers.",VC,"$25,000 ","$250,000 "
RATP Capital Innovation,https://www.ratp.fr/ratpci,https://www.linkedin.com/company/ratp/,France,France,3. Early Revenue,,Corporate VC,,
Raven Indigenous Capital Partners,https://ravencapitalpartners.ca/index.php,,,,,,Other,,
Raven Ventures Australia,https://www.ravenventures.com.au,,Australia,Australia,,,VC,"$2,000,000 ",
RBC Venture Partners,http://www.rbc.com/vp,,"Toronto, Ontario, Canada",Canada,,,Corporate VC,,
RD2 Capital,http://rd2capital.com/,,"237 AllÃ©e des Peupliers 59710 MÃ©rignies, France",France,,,Other,,
RDC Rafael Development Corporation,https://rdc.co.il/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Re-Pie,http://re-pie.com/,https://www.linkedin.com/company/re-pie-asset-management,Uniq Ä°stanbul Huzur Mah. Maslak AyazaÄŸa Cad. No:4/C No:107 34485 SarÄ±yer / Ä°stanbul Turkey,Turkey,"5. Growth,4. Scaling,3. Early Revenue,6. Pre-IPO","We invest in companies that provide technological solutions in cutting-edge innovation and technology industries.

Our fund aims to become a partner of multiple companies that have technology and innovation-oriented business models with high growth potential through capital or share transfer.",PE fund,"$50,000 ","$500,000 "
Reach Capital,https://reachcapital.com/,,,USA,,,Other,,
