Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Cream City Venture Capital,http://www.creamcityvc.com/,,,,"2. Prototype,3. Early Revenue",,Corporate VC,,
Creandum,https://www.creandum.com/,https://www.linkedin.com/company/creandum/,"Jakobsbergsgatan 18, Stockholm, Stockholm 103 86, SE","USA,Sweden,Germany,France,Spain,Austria,Switzerland,Norway,Denmark,Hungary,Turkey,UK,Belgium,Netherlands,Italy,Czech Republic,Estonia,Finland","3. Early Revenue,4. Scaling",We invest in early-stage companies. Industry-agnostic across Europe.,VC,"$200,000 ","$8,000,000 "
Creathor,http://www.creathor.com/en/,https://www.linkedin.com/company/creathor-ventures/,"Schwedenpfad 24, 61348 Bad Homburg, Germany","Germany,Switzerland",3. Early Revenue,"We invest in machine intelligence, industry 4.0, digital health, diagnostics, medical devices, and drug development",VC,"$500,000 ","$2,000,000 "
Creative Capital,https://www.creative-capital.org/,,,,,,Other,,
Creative Thinking Ventures,http://creativethinking.ventures/it/index.aspx,https://www.linkedin.com/company/creative-thinking-ventures/,"8, avenue Victor Hugo, Albertville, 73200, France","France,Italy","1. Idea or Patent,2. Prototype",We invest in the very early stages of start-ups. Pre-seed or seed only. We create value by developing customer-focused creativity.,VC,"$5,000 ","$50,000 "
Creative Ventures,http://www.creativeventures.vc/portfolio,,USA,USA,3. Early Revenue,,VC,,
Crédit Mutuel Innovation,https://www.creditmutuelequity.com/fr/qui-sommes-nous.html,https://www.linkedin.com/company/creditmutuelinnovation,"29 Rue Saint-Augustin, Paris 75002, France",France,"3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest €1-20M in life science, digital and deeptech companies from seed to growth stages.",VC,"$1,000,000 ","$20,000,000 "
CreditEase Fintech Investment Fund,http://en.cefintechfund.com/,https://www.linkedin.com/company/creditease-fintech-investment-fund/,"Winterless Center, No.1 West Dawanglu Road, Chaoyang District, 100026","USA,UK,Israel,Germany,Singapore,China","4. Scaling,5. Growth,6. Pre-IPO,3. Early Revenue","We invest in the full spectrum of fintech and enterprise software (as it relates to fintech), typically in Series B companies that have $5m+ in ARR.",VC,"$1,000,000 ","$5,000,000 "
Crescendo Venture Partners,https://cr-vp.com/,,Israel,Israel,,,Other,,
Crescendo Ventures,https://www.crescendoventures.com/,,"Palo Alto, California, United States",USA,,,Other,,
Crescent Capital,http://www.crescentcapital.co.uk/,,,,,,VC,,
Crescent Fund,https://www.crescentfund.vc/,https://www.linkedin.com/company/california-crescent-fund/,"Irvine, CA, USA",USA,"1. Idea or Patent,2. Prototype",We invest in student founders at Southern California universities.,VC,"$40,000 ","$40,000 "
Crescite Ventures,https://www.cresciteventures.com/,https://www.linkedin.com/company/crescite-ventures-llc/,"New York, New York, United States",USA,,,Family office,,
Crestlight,http://www.crestlight.com/,,,,,,,,
Crista Galli Ventures,https://www.cristagalli.com/,,,UK,,,VC,,
Cross Creek,https://www.crosscreek.vc/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,
Cross Culture Venture Capital,http://www.crossculturevc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Cross-Border Impact Ventures,https://www.crossborder.ventures/,,,,,,Other,,
Crosscut Ventures,https://www.crosscut.vc/,https://www.linkedin.com/company/crosscut-ventures/,"Venice, California, United States",USA,"2. Prototype,3. Early Revenue",,VC,,
Crosslink Capital,https://www.crosslinkcapital.com/,,"San Francisco, California, United States",USA,3. Early Revenue,,VC,,
Crossroad Venture Capital Fund,http://crossroad-vc.com,,,,"2. Prototype,3. Early Revenue",,VC,,
Crowberry Capital,https://crowberrycapital.com/,https://www.linkedin.com/company/24790134/admin/,"Klapparstigur 16, 101 Reykjavik Iceland","Denmark,Iceland,Norway,Finland,Sweden","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in seed and early stage technology companies in the Nordics,VC,"$200,000 ","$1,500,000 "
CrowdFunder,https://www.crowdfunder.co.uk/,,,,,,,,
Crown Venture Fund,http://www.crownvif.com,,"Palm Beach, Florida, United States",USA,,,Family office,,
Crush Ventures,https://crush.ventures/,https://www.linkedin.com/company/crush-music/,"New York, NY 10003, US","USA,UK,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early stage consumer and technology companies focused on the future of commerce, media and entertainment.",VC,"$100,000 ","$500,000 "
Cruttenden Partners,http://www.cruttendenpartners.com,,"Newport Beach, California, United States",USA,,,Family office,,
CRV,https://www.crv.com/,https://www.linkedin.com/company/crvvc,"300 Hamilton Avenue, 3rd Floor, Palo Alto, CA 94301, US","USA,Israel,Canada,UK,Germany","3. Early Revenue,2. Prototype,4. Scaling",We invest in global companies typically in the post product stage of their life but write pre-seed -> B checks. Focus mostly on software investments. ,VC,"$100,000 ","$50,000,000 "
Crystal Tech Fund,https://www.crystalcity.org/,,,,,,VC,,
Crystal Towers Capital,http://www.crystaltowersapartments.com/,,,,,,,,
Cuir Invest,https://cuir-invest.com/,https://www.linkedin.com/company/cuir-invest/,"14 bd de la Madeleine, Paris , 75008, FR",France,3. Early Revenue,"We invest in French leather goods or footwear startups, whether brands, platforms or enablers ",VC,"$100,000 ","$500,000 "
Cultivation Capital,https://cultivationcapital.com/,,"St Louis, Missouri, United States",USA,,,Other,,
Cultivian Sandbox Ventures,https://cultiviansbx.com,,USA,"USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,"$5,000,000 ",
Cure Kids Ventures,https://curekidsventures.co.nz/about/,,New Zealand,New Zealand,3. Early Revenue,,VC,,
Cure Ventures,http://www.cure.ventures,http://www.linkedin.com/company/cure-ventures,"Newport Beach, California, United States",USA,,,Family office,,
Curious Capital,https://www.curiouscapital.vc/,http://www.linkedin.com/company/curious-capital/,"Köln, Nordrhein-Westfalen, Germany",Germany,,,Corporate VC,,
Curious VC,https://curious.vc/,,,,,,Other,,
Currency M (The Moinian Group),http://currency-m.com/,,"New York, New York, United States",USA,,,Family office,,
Custodi di Successo,http://www.custodidisuccesso.it/,,,,,,Angel network,,
CV Ventures​,https://cvventures.net/,,,Hong Kong,,,VC,,
Cyber Agent Capital,http://www.cyberagentcapital.com/en/,,,Japan,,,VC,,
CyberGuild Ventures,https://www.cyberguild.vc/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
CyberStarts,https://cyberstarts.com/,,,UK,"2. Prototype,3. Early Revenue",,VC,,
Cycle Capital Management,http://www.cyclecapital.com/,,,,,,,,
Cyhawk Ventures,http://www.cyhawkventures.com/,https://www.linkedin.com/company/cyhawk-ventures-ltd/,,,"2. Prototype,3. Early Revenue",,VC,,
Cylon,https://cylonlab.com/,,UK,UK,2. Prototype,,VC,,
Cyrus Venture Partners,https://www.cyrusvp.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
D-Ax Corporate Venture Capital,http://www.d-ax.se,https://www.linkedin.com/company/d-ax/,"Stockholm, Stockholms Lan, Sweden",Sweden,,,Corporate VC,,
D4V,https://d4v.com/,,,Japan,,,VC,,
Da Vinci Capital,https://dvcap.com/,,,UK,"3. Early Revenue,4. Scaling",,VC,,
Dadneo,http://www.dadneo.com/,https://www.linkedin.com/company/dadneo/,"Santiago, Region Metropolitana, Chile",Chile,,,Corporate VC,,
DAG Ventures,https://www.dagventures.com/,,"Palo Alto, California, United States",USA,,,Other,,
Daikin Industries,https://www.daikin.co.jp/tic/,,,Japan,,,Corporate VC,,
Daimler Tech Invest,https://www.daimler.com/innovation/venture/techinvest-en.html,,Germany,Germany,3. Early Revenue,,VC,,
Daiwa Corporate Investment,http://www.daiwa-inv.co.jp/english/index.html,,,Japan,,,VC,,
Daka90 Labs,https://www.daka90.co.il/labs,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Dale Ventures,http://dale.com/,,"Dubai, Dubai, United Arab Emirates",UAE,,,Corporate VC,,
Danfoss Ventures,http://www.danfoss.com,http://www.linkedin.com/company/danfoss,"Nordborg, Syddanmark, Denmark",Denmark,,,Corporate VC,,
Danone Manifesto Ventures,http://www.danoneventures.com/,,USA,"France,USA","3. Early Revenue,4. Scaling",,Corporate VC,,
Darling Ventures,https://www.darlingventures.com/,,USA,USA,2. Prototype,,VC,"$250,000 ",
Dartmouth Angels,http://magnuson.dartmouth.edu/dartmouth-angels/,,,,,,Angel network,,
Das & Co,http://www.dasandco.com/,https://www.linkedin.com/company/dasandco,"New York, New York, United States",USA,,,Family office,,
Data Point Capital,https://datapointcapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Dawn Capital,http://www.dawncapital.com/,,UK,"UK,France","2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Day One Capital,https://www.dayonecapital.com/,https://www.linkedin.com/company/day-one-capital-fund-management,"Vend u. 26., Budapest 1025, Hungary","Hungary,Poland,Czech Republic,Slovakia,Slovenia,Romania,Ukraine,Bulgaria,Serbia,Croatia,Belarus,Austria,Estonia,Lithuania,Latvia,Bosnia-H","3. Early Revenue,4. Scaling","We invest in CEE founders with global ambitions, primarily in the B2B software space.",VC,"$300,000 ","$1,800,000 "
DB1 Ventures,http://deutsche-boerse.com/dbg-en/about-us/deutsche-boerse-group/business-areas/ventures/db1ventures-contacts,,"Germany, Georgia, United States","USA,Germany",,,Corporate VC,,
DBJ Capital,http://www.dbj-cap.jp/english/,,,Japan,,,VC,,
DBL Partners,http://www.dblpartners.vc/,,,,,,Other,,
DBTH Capital Ventures,http://dbthcapital.net/,,,UK,,,VC,,
DC Thomson Ventures,http://dctventures.com/,https://www.linkedin.com/company/dct-ventures,"London, England, United Kingdom",UK,,,Corporate VC,,
DC Ventures,http://dcventures.vc,https://www.linkedin.com/company/9203515,"Washington, District of Columbia, United States",USA,,,Corporate VC,,
DCG Digital Currency Group,https://dcg.co/,,"New York, New York, United States",USA,,,Other,,
DCM Ventures,https://www.dcm.com/,,"Menlo Park, California, United States",USA,3. Early Revenue,,VC,,
DCP Capital,https://www.dcpcapital.com/en/,,China,"China,Hong Kong",3. Early Revenue,,VC,,
DCVC Data Collective,https://www.dcvc.com/,,"San Francisco, California, United States","Israel,USA,Canada",3. Early Revenue,,VC,,
De Hoge Dennen Capital,https://www.dehogedennen.nl/,,,Netherlands,,,Other,,
De-Carceration Fund,https://www.decarcerationfund.com/,,,,,,Other,,
Decheng Capital,http://www.decheng.com/,,,"USA,China",,,Other,,
Decibel Partners,https://www.decibel.vc/,,,,,,,,
Deep Science Ventures,http://deepscienceventures.com/,,USA,USA,3. Early Revenue,,VC,,
Deep Space Ventures,http://www.deepspacevc.com/,,,USA,,,Other,,
Deepbridge Capital,https://www.deepbridgecapital.com/,,UK,UK,,,VC,,
Deepcore,https://deepcore.jp/,,,Japan,,,VC,,
Deeptech Partners,http://deeptechpartners.eu/,,France,France,"2. Prototype,3. Early Revenue",,VC,"$50,000 ",
Deeptech Seed Fund,https://www.deeptechseedfund.com/,,Ireland,USA,2. Prototype,,VC,"$100,000 ",
Deeptech Ventures,https://www.deeptechventures.io/,,Switzerland,Switzerland,3. Early Revenue,,VC,,
Deerfield,https://deerfield.com/,,USA,"Israel,USA,Canada",3. Early Revenue,,VC,,
Defence Unlimited International,http://www.defenceunlimited.com,https://www.linkedin.com/company/defence-unlimited/,"Broomfield, Colorado, United States",USA,,,Family office,,
Define Ventures,https://definevc.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Delaware Crossing Investor Group,http://www.delawarecrossing.org/,,,,,,Angel network,,
Delian Capital,http://www.bjdeliancap.com/,,,China,,,Other,,
Deliberate Capital,https://www.deliberatecapital.com/,,,,,,Other,,
Delight Ventures,https://delight-ventures.com/en,,,Japan,,,VC,,
Delin Ventures,https://delinventures.com/,,,UK,,,Other,,
Dell Technologies Capital,https://www.delltechnologies.com/en-us/capital.htm,https://www.linkedin.com/company/delltechnologiescapital,"Palo Alto, California, United States","USA,Israel",3. Early Revenue,,Corporate VC,,
Delphi Ventures,http://www.delphiventures.com/,,,,,,VC,,
Delta Partners,http://www.deltapartners.com/,,UK,"UK,Ireland",3. Early Revenue,,VC,,
Demeter Partners,https://demeter-im.com/en/home/,,France,"France,Spain,Germany","3. Early Revenue,4. Scaling",,VC,"$500,000 ",
Dentsu Innovation Partners,http://dentsu-ip.co.jp/,,,Japan,,,Corporate VC,,
Dentsu Ventures,http://dentsu-v.com/en/,,"Tokyo, Tokyo, Japan",Japan,,,Corporate VC,,
Denver Angels,https://www.denverangels.co/,,,,"2. Prototype,3. Early Revenue",,VC,,
Depo Ventures,https://depoventures.com/,https://www.linkedin.com/company/depo-ventures/,"Plynární 10, Prague, Czech Republic","Czech Republic,Slovakia,Slovenia,Poland,Austria,Switzerland,Latvia,Lithuania,Estonia,Romania,Ukraine,Bulgaria,Hungary","2. Prototype,3. Early Revenue,4. Scaling","We invest in exceptional founders from Central and Eastern Europe and Baltics in the pre-seed and seed stage. MVP/prototype and first validation of business model are welcome (first users, clients). We invest through our fund Grouport or syndicate of angels in our network. Our mission is to make a CEE seed environment better.",Angel network,"$50,000 ","$1,000,000 "
Desert Angels,http://www.desertangels.org/,,,,,,Angel network,,
Detroit Venture Partners,https://www.detroit.vc/,,,,,,,,
Development Capital,http://www.developmentcapital.ie,,Ireland,Ireland,3. Early Revenue,,VC,"$2,000,000 ",
Devlabs,http://www.devlabs.vc/,,,,,,,,
Devon Capital,https://www.devonllc.com,,"New York, New York, United States",USA,,,Family office,,
DFC - Deep Fork Capital,http://deepforkcapital.com/,,,USA,,,Other,,
DFJ,http://www.dfj.com/,,,,,,Other,,
DFJ Esprit,http://www.dfjesprit.com/,,,,,,VC,,
DG Daiwa Ventures,https://dg-daiwa-v.com/,,,Japan,,,VC,,
DG Ventures,https://dgventures.com/,http://www.linkedin.com/company/3015564,"Tokyo, Tokyo, Japan",Japan,,,Corporate VC,,
DHV Digital Health Ventures,http://www.dhventures.de/en,,,,,,VC,,
DHVC,https://www.dh.vc/,,"Palo Alto, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
Diageo Technology Ventures,https://www.diageo.com/en/our-business/our-strategy/,,Germany,"USA,Germany",3. Early Revenue,,Corporate VC,,
Diaspora Ventures,https://www.diaspora.vc/,https://www.linkedin.com/company/diasporavc/,"San Francisco, USA","France,USA","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest at pre-seed stage in the next generation of French entrepreneurs building tech companies in the US.,VC,"$50,000 ","$200,000 "
DIC Corporation,https://www.dic-global.com/en/,,,Japan,,,Corporate VC,,
Diehl Ventures,https://www.diehl.com/ventures/en/diehl-ventures,https://www.linkedin.com/company/diehl-group/,"Nuremberg, Bayern, Germany",Germany,,,Corporate VC,,
Differential Ventures,https://www.differential.vc/,https://www.linkedin.com/company/differential-ventures,"40 Exchange Place #1110 New York, NY 10005, US","Canada,Israel,USA","2. Prototype,3. Early Revenue,4. Scaling","We invest in B2B tech companies with a focus on data science, machine learning, AI",VC,"$250,000 ","$1,000,000 "
Diffusion Capital Partners,http://www.dcp.vc/,,Turkey,Turkey,3. Early Revenue,,VC,,
Digital Horizon,https://digitalhorizon.vc/en/,https://www.linkedin.com/mwlite/company/digitalhorizonvc,"111 Buckingham Palace Road, London, SW1W 0SR, United Kingdom","Estonia,France,Germany,Israel,Ireland,Netherlands,Portugal,Spain,UK,USA","2. Prototype,3. Early Revenue,4. Scaling",We invest in fintech and B2B software startups founded by immigrants founders,VC,"$250,000 ","$2,000,000 "
Digital Undivided,https://www.digitalundivided.com/,,,,"2. Prototype,3. Early Revenue",,Angel network,,
Digital Ventures by Siam Commercial Bank (SCB),http://dv.co.th/index.php,https://www.linkedin.com/company/digitalventuresth/,"Bangkok, Krung Thep, Thailand",Thailand,,,Corporate VC,,
Digital Ventures LatAm,https://www.digitalventuresla.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Dimension,https://www.dimensionfund.co.jp/,,,Japan,,,VC,,
Dingman Center Angels,https://www.rhsmith.umd.edu/centers-excellence/dingman-center-entrepreneurship/initiatives-programs/dingman-center-angels,,,,,,Angel network,,
DIP Capital,https://www.dip-capital.com/,https://www.linkedin.com/in/david-boulton-82707718/,"5th Floor, 20 Old Bailey, London, EC4M 7AN, UK","Belgium,Finland,UK,Denmark,Cyprus,Germany,Czech Republic,Côte d'Ivoire,France,Latvia,Iceland,Hungary,Israel,Ireland,Italy,Austria,Monaco,Norway,Switzerland,Spain,Sweden,Slovenia,Slovakia,Poland,Netherlands,Luxembourg","3. Early Revenue,4. Scaling,5. Growth","We invest in innovative companies following our investment strategy:
			- Sector agnostic
			- Geographically focused on Europe
			- Tech-enabled & disruptive business model
			- Asset light / Lean / Scalable
			- Team with ability to execute & adjust to changes quickly
			- B2B / B2B2C / Marketplaces
			- Series A, B, C
			- Happy to lead a round or follow",VC,"$2,000,000 ","$8,000,000 "
Direct Capital,https://www.directcapital.co.nz,,New Zealand,New Zealand,3. Early Revenue,,VC,,
Discount Capital,http://www.dcapital.co.il/,,"Tel Aviv, Tel Aviv, Israel",Israel,,,Corporate VC,,
Disrupt-ive,http://www.disrupt-ive.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Disruptive Capital,https://www.disruptivecapital.com/,,UK,UK,3. Early Revenue,,VC,,
Distill Ventures,https://www.distillventures.com/,https://www.linkedin.com/company/distill-ventures/,"London, England, United Kingdom",UK,,,Corporate VC,,
Divergent Ventures,http://www.divergentvc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
DiverseCity Ventures,https://www.diversecityv.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Diversis Capital,https://www.diversis.com/,https://www.linkedin.com/company/diversis-capital/,,,,,,,
Diversity VC,http://www.diversity.vc/,,,,,,Other,,
Dmg ventures by DailyMail,https://www.dmgventures.co.uk/,https://www.linkedin.com/company/dmg-ventures/,"London, England, United Kingdom",UK,,,Corporate VC,,
DN Capital,https://www.dncapital.com/,,"Menlo Park, California, United States","USA,Canada,UK,France","3. Early Revenue,4. Scaling",,VC,"$250,000 ",
DNS Capital,http://www.dnscap.com/,https://www.linkedin.com/company/dns-capital/,"Chicago, Illinois, United States",USA,,,Family office,,
DNV GL Ventures,https://www.dnvgl.com/about/dnv-gl-ventures.html,,Norway,"USA,Israel,Canada",3. Early Revenue,,Corporate VC,,
DNX Ventures,https://www.dnx.vc/,,"San Mateo, California, United States",USA,,,Other,,
Docor International Management,http://www.docor.com,,,,"5. Growth,6. Pre-IPO",,VC,,
Doen Participaties,https://www.doen.nl/doen-participaties-en/portfolio.htm,,Netherlands,Netherlands,3. Early Revenue,,VC,,
Dogan Beta,https://dogan.vc/,,,Japan,,,VC,,
Dolby Family Ventures,http://www.dolbyventures.com/,,USA,"USA,Israel,Canada",3. Early Revenue,,VC,"$500,000 ",
Domain Associates,https://www.domainvc.com/,,USA,USA,3. Early Revenue,,VC,,
Domo Invest,https://www.domoinvest.com.br/en/home-en/,https://www.linkedin.com/company/domo-invest,"Rua Pais de Araújo 29, 12º andar, São Paulo, São Paulo 04531-090, BR",Brazil,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in early-stage tech startups that favor digital transformation in corporations and startups that will win markets through changes in consumer behavior.,VC,"$100,000 ","$1,000,000 "
Donovan Capital Group,https://donovan-capital.com/,,USA,USA,3. Early Revenue,,VC,,
Donovan Ventures,http://www.dv-llc.com,,,,,,,,
Dorado Peak Capital,http://www.DoradoPeak.com,https://www.linkedin.com/company/7803731,"Newport Beach, California, United States",USA,,,Family office,,
Dot Capital,http://www.dotcapital.com,,,,,,,,
Double M Partners,http://doublempartners.com/,,,,,,,,
Double Sharp Partners,https://www.double-sharp.vc/,,,Japan,,,Corporate VC,,
Doughty Hanson Technology Ventures,http://www.doughtyhanson.com/,,,,,,VC,,
Downing Ventures,https://www.downingventures.com/,,UK,UK,3. Early Revenue,,VC,"$500,000 ",
Drads Capital,https://www.dradscapital.com/,,USA,USA,,,VC,,
Draft VC,https://draftvc.com/,https://www.linkedin.com/company/vc-draft/,,,,,,,
Dragon Venture,http://www.dragonventure.com/,,,Hong Kong,,,VC,,
Drake Management,http://www.drakemanagement.com/,https://www.linkedin.com/company/drake-management/about/,"Nyack, New York, United States",USA,,,Family office,,
Drakestar Partners,https://www.drakestar.com,,USA,USA,3. Early Revenue,,VC,,
Draper Associates,https://draper.vc/,,"San Mateo, California, United States","USA,Israel,Canada","3. Early Revenue,4. Scaling",,VC,,
Draper B1,https://draperb1.vc/,,,UK,,,VC,,
Molten Ventures,https://www.moltenventures.com/,https://www.linkedin.com/company/molten-ventures/,"20 Garrick St, London, WC2E 9BT","Austria,UK,Andorra,Croatia,Belgium,Bulgaria,Cyprus,Denmark,Estonia,Finland,France,Czech Republic,Bosnia-H,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Lithuania,Liechtenstein,Luxembourg,Malta,Monaco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Albania,Belarus","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in 4 areas: SaaS and Enterprise Software; Deeptech; Healthtech; Consumer Software. Because we are publicly-listed we can invest from Series A up to pre-IPO, but typically a first check will be Series A or B.",VC,"$5,000,000 ","$25,000,000 "
Draper Nexus,http://www.drapernexus.com/,,,,,,VC,,
Thin Line Capital,https://www.thinlinecapital.com/,,,,,,,,
Dream Machine,https://www.dreammachine.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Dreamers,https://www.dreamers.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Dreamers VC,http://dreamers-vc.com/,https://www.linkedin.com/company/dreamersvc/,"Sabino Arana 12, Leioa, 48940 SPAIN","Spain,USA",4. Scaling,"We invest in :
- Clinical phase 2 of therapeutic drug development.
- Medical device and diagnostics, but only if the technology is a paradigm shift or if the equipment has a significant track record of success.
- Important unmet medical needs
- A clear and efficient regulatory path in capital
- Experienced leadership with a track record of success
- Solid and consolidated IP position
- Evidence of human efficacy or data in preferred patients
- Large addressable markets
- Diversified channeling with multiple ""shots on goal ""
- Indications and disease areas of interest in partnerships with large pharmaceutical companies ",VC,"$200,000 ","$500,000 "
DreamFunded,http://dreamfunded.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Dreamit Ventures,https://www.dreamit.com/,,"New York, New York, United States",USA,"2. Prototype,3. Early Revenue",,Other,,
DreamLabs,http://www.dreamlabs.sg/,,Singapore,Singapore,,,VC,,
DRK Foundation,https://www.drkfoundation.org/,,,,,,,,
Drone Fund,https://dronefund.vc/en/,,,Japan,,,VC,,
DSM Venturing,https://www.dsm.com/corporate/about/business-entities/dsm-venturing.html,,Netherlands,"USA,Canada",3. Early Revenue,,Corporate VC,"$100,000 ",
DTCP,http://dtcp.ap.gov.in/,,,,"2. Prototype,3. Early Revenue",,VC,,
DTVentures,https://www.dtventures.nl/,,Netherlands,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
DU Angels,https://www.duangels.com/,https://www.linkedin.com/company/duangels,"Denver, CO 80202, US",USA,3. Early Revenue,"We invest in US-based early revenue, seed-stage companies with a focus on non-Silicon Valley founders.",Angel network,"$100,000 ","$500,000 "
Duke Angel Network,https://dukeangelnetwork.duke.edu/,,,,,,Angel network,,
Dundee VC,http://dundeeventurecapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Dunes Point Capital,http://www.dunespointcapital.com/,,"Rye, New York, United States",USA,,,Family office,,
DuPont Capital Management,http://www.dupontcapital.com,,"Wilmington, Delaware, United States",USA,,,Corporate VC,,
Durable Partners,http://www.durable-partners.com/',,,,,,,,
DUX Capital,https://www.duxcapital.vc/,,Mexico,Mexico,2. Prototype,,VC,,
DvH Ventures,http://dvhventures.de/,https://www.linkedin.com/company/dieter-von-holtzbrinck-ventures-gmbh/,"Köln, Nordrhein-Westfalen, Germany",Germany,,,Corporate VC,,
Dwarves Ventures,https://dwarves.ventures/,https://www.linkedin.com/m/company/dwarvesv,"5B Pho Quang, Ho Chi Minh city, Vietnam","Vietnam,UK,USA,Canada,Singapore","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in bootstrappers & early stage tech founders. ,VC,"$20,000 ","$80,000 "
Dynamic Loop Capital,https://www.dlcap.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
e.Bricks Ventures,http://www.ebricksventures.com/,,Brazil,Brazil,3. Early Revenue,,VC,,
e.ventures,https://www.eventures.vc/,https://www.linkedin.com/company/e-ventures,"600 Montgomery, 43rd Floor, San Francisco, CA 94111, US","USA,Israel,Canada,France,Germany,UK,Italy,Spain,Denmark,Sweden,Switzerland","3. Early Revenue,4. Scaling,5. Growth","We invest in consumer internet and software companies around the world. Sweet spot is Seed, Series A, and Series B.",VC,"$1,000,000 ","$10,000,000 "
E8 Angels,https://www.e8angels.com/,,,,"2. Prototype,3. Early Revenue",,Angel network,,
E14 Fund,https://www.e14fund.com/,,USA,USA,2. Prototype,,VC,"$50,000 ",
Eagle Asia Partners,http://www.eaglecps.com,,Singapore,Australia,,,VC,,
Early Light Ventures,https://www.earlylight.vc/,,,,,,,,
Earlybird Ventures - Digital East Fund,https://earlybird.com/,https://www.linkedin.com/company/earlybird-venture-capital/,"Kucuk Bebek Caddesi, No:1 D:1, Istanbul, Bebek 34341, TR","Turkey,Romania,Bulgaria,Slovakia,Estonia,Poland,Greece,Serbia,Ukraine,Hungary,Lithuania,Latvia,Slovenia,Croatia,Belarus,Moldova,Montenegro,Albania,Jordan,Bosnia-H","4. Scaling,3. Early Revenue,2. Prototype,5. Growth","Earlybird Digital East Fund is focused on early stage ICT investment opportunities in Eastern Europe and Turkey, being the leading tech VC in this region.",VC,"$500,000 ","$10,000,000 "
Earlybird Ventures - Digital West Fund,http://earlybird.com/,https://www.linkedin.com/company/earlybird-venture-capital/,"Münzstrasse 21, Berlin, 10178, DE","Germany,France",3. Early Revenue,"The Digital West Fund focuses primarily on early stage digital technology opportunities in GSA, Nordics, UK, Benelux, France and Southern Europe.",VC,"$500,000 ","$10,000,000 "
Earlymarket,http://www.earlymarket.com/,,,,,,VC,,
Earnest Capital,https://earnestcapital.com/,https://www.linkedin.com/company/earnestcap/,"382 NE 191st St #52077, Miami, FL 33179, USA","USA,UK,China,Brazil,Australia,India,Indonesia,Mexico,Colombia,Argentina,Canada",3. Early Revenue,"We invest in ""calm companies,"" founders who care about building their company their way, not for VCs. We don't care if you raise another round of funding or if you want to exit for $5M. Success looks different to all founders and we'll work together to help you reach your goals. ",VC,"$25,000 ","$250,000 "
Earth Capital,http://www.earthcapital.uk,,,,,,,,
Earthshot Ventures,https://www.earthshot.vc/,,,,,,Other,,
Eastern New York Angels,http://www.easternnyangels.com/,https://www.linkedin.com/company/easternnewyorkangels/,,,,,Angel network,,
Eastven Ericsson Venture Partners,http://www.evp.com,,"Darien, Connecticut, United States",USA,,,Corporate VC,,
Eaton Square Ventures Fund,https://eatonsq.com/,,Australia,Australia,,,VC,,
EC1 Capital,http://www.ec1capital.com/,,,,,,VC,,
eCapital Entrepreneurial Partners,https://ecapital.vc/,https://www.linkedin.com/company/ecapital-entrepreneurial-partners,"Hafenweg 24, Münster, Nordrhein-Westfalen 48155, Germany","Germany,Austria,Switzerland,Spain,France,Netherlands,Belgium,Luxembourg,Italy,Portugal,Denmark","3. Early Revenue,4. Scaling","We invest in technology companies in their early to growth stage in the fields of software & information technology, cybersecurity, industry 4.0, new materials and cleantech. ",VC,"$1,000,000 ","$5,000,000 "
Ecart Invest,https://www.ecart.nl/en/,,,Netherlands,"4. Scaling,5. Growth",,Other,,
EchoVC Partners,http://www.echovc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Eclipse,http://eclipse.vc/team/,,USA,"USA,Israel,Canada",2. Prototype,,VC,,
