Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
USVP US Venture Partners,https://www.usvp.com/,https://www.linkedin.com/company/u.s.-venture-partners,"1460 El Camino Real, Menlo Park, CA 94025","USA,Israel",3. Early Revenue,"We invest in SaaS, Cloud, Cybersecurity, e-Commerce, Health and Healthcare IT
More details https://www.usvp.com/about/",VC,"$5,000,000 ","$10,000,000 "
UTA Ventures,http://ventures.unitedtalent.com/,,"Beverly Hills, California, United States",USA,,,Corporate VC,,
UTEC - The University of Tokyo Edge Capital,https://www.ut-ec.co.jp/english/,https://www.linkedin.com/company/utec/,"The University of Tokyo, Japan","Japan,India,Singapore,USA,UK","2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent","UTEC - The University of Tokyo Edge Capital Partners, is a Japan-based seed/early stage deep-tech venture capital firm associated with academic institutes such as The University of Tokyo. UTEC has over $500M Assets Under Management, and has invested in 100+ companies in Japan, USA, Singapore, India and Europe with a track record of 13 IPOs and12 successful M&A (as of Mar 2021). UTEC predominantly invests in three deep-tech sectors: a) Healthcare & Life Sciences, b) IT/AI, and c) Physical Sciences & Engineering.",VC,"$1,000,000 ","$4,000,000 "
UVC Partners,https://www.uvcpartners.com/,https://www.linkedin.com/company/uvc-partners/,"Lichtenbergstr. 6 85748 Garching by Munich, Germany","Germany,Switzerland,Austria,Belgium,Netherlands,Luxembourg,Denmark,Sweden","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in early-stage B2B tech startups in Europe in the fields of Enteprise Software, Industrial Technologies and Mobility.",VC,"$500,000 ","$5,000,000 "
V1.VC,https://www.v1.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
V2 Games,https://www.v2g.io/,,,,,,Other,,
Vaizra Investments,http://www.vaizra.com,,,,,,VC,,
Valar Ventures,https://valar.com/,,,"USA,France","3. Early Revenue,4. Scaling",,Other,,
Valentis Capital,https://valentiscapital.com/,,,,,,,,
Valhalla Angels,https://valhallaprivatecap.com/services/angel-investing/,,,,,,Angel network,,
Valia Ventures,https://www.valia.vc/,https://www.linkedin.com/company/valiaventures,"595 Pacific Avenue Jackson Square San Francisco, CA 94133","USA,UK,UAE,Canada,France,Nigeria,Kenya","2. Prototype,3. Early Revenue,4. Scaling",We invest in founders building tomorrow’s most iconic companies.,VC,"$75,000 ","$1,000,000 "
Validé,https://valide.no/,,,UK,,,VC,,
Valley Growth Ventures,http://www.valleygrowthventures.com,,,,,,,,
Valley Oak Investments,http://www.valleyoakinvestments.com,https://www.linkedin.com/in/nikohrdy,"San Francisco, California, United States",USA,,,Family office,,
Valor Capital Group,https://valorcapitalgroup.com/,,"New York, New York, United States",USA,,,Other,,
ValorVC,http://www.valor.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Value Creation Capital,https://www.vcxc.com/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
ValueStream Ventures,http://valuestreamlabs.com,,,,,,VC,,
ValueStreet Equity Partners,https://valuestreet.com,https://www.linkedin.com/company/valuestreet-equity-partners/,"San Diego, California, United States",USA,,,Family office,,
Vamos Ventures,https://www.vamosventures.com/,,,,,,,,
Van Herk Ventures,http://www.vanherkgroep.nl,,"Rotterdam, Zuid-Holland, The Netherlands",Netherlands,,,Corporate VC,,
Van Wagoner Ventures,http://www.vwcm.com,,,,,,,,
Van Wickle Ventures,https://www.vanwickleventures.com/,https://www.linkedin.com/company/van-wickle-ventures,"69 Brown St, Providence, RI 02906, USA",USA,"3. Early Revenue,2. Prototype,4. Scaling,5. Growth,6. Pre-IPO",We invest in Brown/RISD affiliated founders across all stages and industries. ,VC,"$10,000 ","$50,000 "
Vantec Angel Network,http://vantec.ca/,,,,,,Angel network,,
Vanderlande Industries,https://www.vanderlande.com/,,Netherlands,USA,3. Early Revenue,,Corporate VC,,
Vandewater Capital Holdings,http://www.vandewater.com/,https://www.linkedin.com/company/vandewater-captial-holdings,"New York, New York, United States",USA,,,Family office,,
Vanedge Capital Partners,https://www.vanedgecapital.com/,,,Canada,,,Other,,
Varshney Capital,https://www.varshneycapital.com/,,,Canada,,,Other,,
Vast Ventures,https://www.vastvc.com/,,USA,USA,3. Early Revenue,,VC,,
Vaughan Capital Advisors,https://www.vaughancapital.com/,,,,"4. Scaling,5. Growth",,VC,,
VCCorp,https://vccorp.vn/,,,,,,Corporate VC,,
Vectr Ventures,https://vectr.co/,https://www.linkedin.com/company/vectrventures/,"Talon Tower, 38 Connaught Rd W, Sheung Wan, Hong Kong","USA,UK,Israel,Indonesia,Singapore,Vietnam","3. Early Revenue,1. Idea or Patent,2. Prototype","We invest in the future of work, new commerce and commerce infrastructure, consumerization of health.

Our 3 core pillars are hyper-urbanization, regenerative economy, and the future of life.",VC,"$200,000 ","$1,500,000 "
Vedanta Capital,https://vedacap.com/,,USA,USA,3. Early Revenue,,VC,,
Vega Ventures,https://www.vegaventures.com/,,,Hong Kong,,,VC,,
VegInvest,https://www.veginvesttrust.com/,,USA,USA,3. Early Revenue,,VC,,
Vela Partners,http://vela.partners/,,,,"2. Prototype,3. Early Revenue",,VC,,
Velo Capital Partners,http://www.velopartners.co.uk/,,,,"2. Prototype,3. Early Revenue",,VC,,
Velocity Capital,https://www.velocityfintech.com/team/,,,"Netherlands,UK","4. Scaling,5. Growth",,VC,,
Velocity Creative Accelerator,https://velocity.ccetriad.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Velocity Partners,https://velocitypartners.vc/,https://www.linkedin.com/company/velocity-partners-vc/,"123 Pireos Ave, 118 54, Athens, Greece",Greece,"3. Early Revenue,2. Prototype","We invest at pre-seed / seed stage, across sectors, in market pull companies with global focus led by Greek founders. ",VC,"$300,000 ","$1,000,000 "
Velorum Capital,http://velorumcapital.com/,,USA,USA,,,VC,,
Velos Partners,http://velospartners.com/,,,,,,VC,,
Vendep Capital,https://www.vendep.com/,https://www.linkedin.com/company/vendepcapital/?originalSubdomain=fi,"Keilaranta 8, Espoo, Finland","Finland,Sweden,Denmark,Estonia,Latvia,Lithuania",4. Scaling,We invest in SaaS startups across Nordics and Baltics.,VC,"$600,000 ","$1,200,000 "
Venionaire Investment,http://www.venionaire.com/venturecapital/,,,,,,VC,,
Venista Ventures,https://venista-ventures.com/,https://www.linkedin.com/company/venistaventures/,"Friesenpl. 4, 50672 Köln, Germany","Germany,Austria,Switzerland,France,Belgium,Netherlands,Luxembourg,UK,Denmark,Sweden,Norway,Finland,Estonia","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in outstanding teams based in Western Europe & the Nordics working on tech-driven enterprise and consumer startups.,VC,"$50,000 ","$175,000 "
Venrock,https://www.venrock.com/,,"Palo Alto, California, United States","USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,,
Ventech China,http://www.ventechchina.com/,http://www.linkedin.com/company/ventech-china,"Shanghai, Shanghai, China",China,,,Corporate VC,,
Venture Highway,https://www.venturehighway.vc/,https://www.linkedin.com/company/venture-highway-llp/,"2 Nambardar Estates, Gurudwara Rd, Navjivan Buddh Vihar, Taimoor Nagar, New Friends Colony, New Delhi","India,USA","2. Prototype,3. Early Revenue,1. Idea or Patent","We invest in pre-product/early revenue Indian teams using technology in commerce, education, finance, human capital, marketing, and social",VC,"$200,000 ","$2,500,000 "
Venture Inc,https://www.ventureinc.com/,https://www.linkedin.com/company/venture-inc-sa,"Zwycieska 45/3, Wroclaw, 50-033, Poland","USA,UK,Ukraine,Estonia,Poland","2. Prototype,3. Early Revenue",We invest in software startups with no or early revenue,VC,"$100,000 ","$1,000,000 "
Venture Investors,https://ventureinvestors.com/,,USA,USA,3. Early Revenue,,VC,"$250,000 ",
Venture Israel,https://ventureisrael.com/,,,UK,,,VC,,
Venture MENA,http://www.venturemena.com/,https://www.linkedin.com/company/venturemena/,"34th Floor, 3416 ResCo-Work04, Al Maqam Tower Abu Dhabi Global Market, Abu Dhabi, UAE","UAE,Saudi Arabia,Egypt,Kuwait,Qatar,Bahrain,Jordan,Palestine,Iraq,Morocco,Algeria,Tunisia,Oman,Lebanon","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Middle East based early-stage technology entrepreneurs who are creating new tools and networks that enable businesses to operate in tomorrows market. We will invest in the seed range through Series A, adhere to a defined reserve allocation policy and give our LP bases access to co-investment and later stage opportunities. 
",VC,"$50,000 ","$100,000 "
Venture Science,https://www.venture-science.com/,,,USA,,,Other,,
Venture United,http://ventureunited.jp/,,,Japan,,,VC,,
Venture51,http://venture51.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Ventureast,http://www.ventureast.net/,,India,India,3. Early Revenue,,VC,,
VentureFounders,https://www.venturefounders.co.uk/,,UK,UK,3. Early Revenue,,VC,,
VentureOut Fund,https://ventureoutny.com/,,,,"2. Prototype,3. Early Revenue",,Other,,
Ventures Next,https://www.venturesnext.com/,,,,,,Angel network,,
VentureWave Capital,https://venturewave.com/,,,UK,,,VC,,
VentureWell,https://venturewell.org/,,,,,,Angel network,,
Verdane Capital,http://www.verdane.com/,,,,"4. Scaling,5. Growth",,Other,,
Verge Healthtech Fund,https://www.vergehc.com/,https://www.linkedin.com/company/verge-healthtech-fund-i/,"Singapore, Singapore 189720, SG","Israel,USA,Canada,Finland,Estonia,Taiwan,Singapore,UK,Belarus,Poland,Vietnam",2. Prototype,"We invest in technology-centric solutions that expand access, quality and efficiency to healthcare across emerging markets.",VC,"$250,000 ","$500,000 "
Veritas Venture Partners,http://www.veritasvc.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Verizon Ventures,http://www.verizonventures.com,http://www.linkedin.com/companies/verizon-ventures,"Basking Ridge, New Jersey, United States",USA,,,Corporate VC,,
Versant Ventures,https://www.versantventures.com/,,USA,"USA,Canada",3. Early Revenue,,VC,,
Verse Capital Ventures,http://www.versecap.com/,,,,,,,,
Version One Ventures,https://versionone.vc/,,,Canada,,,Other,,
Vertex Ventures Israel,https://www.vertexventures.co.il/,https://www.linkedin.com/company/vertex-ventures/,"28 HaArba’a Street, Tel Aviv-Yafo, Northern Tower, Floor #29, Tel Aviv, IL",Israel,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in early-stage Israeli Tech companies led by globally-minded entrepreneurs who seek to disrupt global markets. Fields range from cyber security to digital health. Check out portfolio to see the variety.,VC,"$500,000 ","$8,000,000 "
Vertical Venture Partners,https://vvp.vc/,,USA,USA,3. Early Revenue,,VC,,
Vesalius Biocapital,https://www.vesaliusbiocapital.com/,,Germany,Germany,,,VC,,
VestedWorld,https://www.vestedworld.com/,,,,,,Other,,
Vestel Ventures,http://www.vestelventures.com,https://www.linkedin.com/company/vestel-ventures,"Sisli, Istanbul, Turkey",Turkey,,,Corporate VC,,
VF Venture,http://www.vfventure.com/,,,,,,Other,,
VGames,https://www.vgames.vc/,,,UK,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
VI Partners,https://www.vipartners.ch/,,,UK,,,VC,,
VI Ventures,https://www.en.vi-ventures.com/,,,China,,,Other,,
Vickers Venture Partners,https://www.vickersventure.com/,,Singapore,"Singapore,UK,USA,China,Israel,Canada",3. Early Revenue,,VC,,
Victress Capital,http://www.victresscapital.com/#,,,,"2. Prototype,3. Early Revenue",,VC,,
Vigo Ventures,http://vigo.ventures/,,Poland,Poland,,,VC,,
Viking Capital,http://www.vikingcapital.co,https://www.linkedin.com/company/vikingcapital/,"Beijing, Beijing, China",China,,,Corporate VC,,
Viking Global,https://www.vikingglobal.com/default.aspx,,USA,USA,3. Early Revenue,,VC,,
VilCap Investments,https://vilcap.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Vinci Venture Capital,http://www.vincivc.com/,https://www.linkedin.com/company/vinci-venture-capital/,"Amstelveenseweg 500, 1081 KL Amsterdam, Netherlands","UK,Germany,Turkey","3. Early Revenue,4. Scaling","We invest in early-stage European industrial technologies within logistics/supply chain, energy management and storage, automotive and mobility technologies, and industry 4.0 (incl. AI, AR/VR, additive manufacturing, robotics/drones, cybersecurity, blockchain)",VC,"$100,000 ","$700,000 "
Vine St. Ventures,http://vinestventures.com/,,,USA,,,Other,,
Vine Ventures,https://vine.vc/,https://www.linkedin.com/company/vine-ventures-l-p?original_referer=,"San Francisco, CA, United States","USA,Canada,UK,Germany","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,6. Pre-IPO,5. Growth","We invest in the advancement of conscious health and wellbeing, with a focus on psychedelics (e.g., drug development, manufacturing, distribution) and psychedelic culture.",VC,"$50,000 ","$500,000 "
Vintage Investment Partners,http://vintage-ip.com,,,,"5. Growth,6. Pre-IPO",,VC,,
Viola Ventures,"https://www.viola-group.com/
 https://www.viola-group.com/fund/violaventures/",,,,"3. Early Revenue,4. Scaling",,VC,,
Visionaries Club,https://visionaries.vc/,,,UK,,,VC,,
VisionTech Angels,http://www.visiontech-partners.com/,,,,,,Angel network,,
Viss Media,http://www.vissmedia.com/,,,,"4. Scaling,5. Growth",,VC,,
Vital Capital,https://www.vital-capital.com/,,,,,,Other,,
VitalizeVC,http://www.vitalize.vc/,,"415 N. LaSalle Dr., Suite 504, Chicago, IL 60654",USA,"3. Early Revenue,2. Prototype",We invest in US-based B2B software startups in future of learning and future of work,VC,"$250,000 ","$500,000 "
Vito Ventures,http://www.vito.vc,https://www.linkedin.com/company/vito-ventures,"Munich, Bayern, Germany","Israel,USA,Canada,Germany",3. Early Revenue,,Corporate VC,,
Vitruvian Partners,http://www.vitruvianpartners.com,,UK,"Canada,Israel,UK,USA",4. Scaling,"We invest in primary and/or secondary capital in rapidly growing companies to support and accelerate growth. We target growth capital and management buyout deals, investing between €25m-€250m in companies typically valued between €75m-€1bn+.",VC,"$25,000,000 ","$250,000,000 "
Vitulum Ventures,http://vitulumventures.com/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Vivo Capital,http://vivocapital.com/,,"Palo Alto, California, United States",USA,,,Other,,
VMG Partners,http://www.vmgpartners.com/,,,,"4. Scaling,5. Growth",,VC,,
VMS Group,http://www.vmsam.com/,,,,"4. Scaling,5. Growth",,VC,,
VNT Management,http://vntm.com/aboutvntm,,Finland,Finland,"3. Early Revenue,4. Scaling",,VC,"$500,000 ",
VOC Capital Partners,https://voccp.com/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Vodafone Ventures,https://www.vodafone.com/business/why-vodafone/vodafone-business-ventures,,UK,"USA,Israel,Canada,UK","2. Prototype,3. Early Revenue,4. Scaling",,Corporate VC,"$2,000,000 ",
Vodia Ventures,https://www.vodiacapital.com/venture-capital/,,,,,,,,
Vogel Ventures,http://vogelventures.de/,,"Berlin, Berlin, Germany",Germany,,,Corporate VC,,
Volery Capital Partners,https://www.volerycapital.com/,,,,,,Other,,
Volkswagen CVC,https://www.volkswagenag.com/,,Germany,"USA,Israel,Canada,Germany","3. Early Revenue,4. Scaling",,Corporate VC,,
Volo Earth Ventures,https://www.voloearth.com/,https://www.linkedin.com/company/volo-earth-ventures/,"55 Elbert Ln, Snowmass Village, Colorado 81615, US",USA,,"We invest in companies that generate quantifiable carbon benefit across four verticals: electricity, buildings, mobility, embodied carbon",VC,,
Volpe Capital,https://www.volpecapital.com,https://www.linkedin.com/company/volpe-capital/,"São Paulo, Brazil","Brazil,Colombia,Mexico,Argentina,Peru,Uruguay,Paraguay","4. Scaling,3. Early Revenue,5. Growth,6. Pre-IPO",We invest in technology companies based in Latin America,VC,,
Volpe Ventures,http://www.volpeventures.com,https://www.linkedin.com/company/volpe-ventures,"London, GB","UK,USA,Spain,Italy,France,Chile,Colombia,Peru,Argentina,Portugal","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in underrepresented founders and founding teams building companies with passion,VC,"$10,000 ","$100,000 "
Volta Ventures,https://www.volta.ventures/,https://be.linkedin.com/company/volta-ventures,"Gebroeders Vandeveldestraat 68, 9000 Gent","Belgium,Netherlands,Luxembourg","2. Prototype,3. Early Revenue,4. Scaling","We invest in Benelux-based B2B SaaS. No minimum revenue, just a great team with ambitions in a large market",VC,"$350,000 ","$2,300,000 "
Voltage Ventures,http://voltage.vc/,,,,,,VC,,
Volvo Cars Tech Fund,https://group.volvocars.com/company/innovation/volvo-cars-tech-fund,https://www.linkedin.com/company/volvo-cars-tech-fund/,"Mountain View, California, United States",USA,,,Corporate VC,,
Volvo Group Venture Capital,http://www.volvogroup.com/venturecapital,http://www.linkedin.com/company/volvo-group-venture-capital,"Gothenburg, Vastra Gotaland, Sweden","USA,Israel,Canada,Sweden","3. Early Revenue,4. Scaling",,Corporate VC,,
Voyage Ventures,https://voyage-ventures.com/en/,,,Japan,,,Corporate VC,,
Voyager Capital,https://www.voyagercapital.com/,,"Seattle, Washington, United States",USA,,,Other,,
VPCP VantagePoint Capital Partners,https://vpcp.com/,,"San Bruno, California, United States",USA,3. Early Revenue,,VC,,
VPG Asia,http://www.vpg.asia/,,,Hong Kong,,,VC,,
VR Ventures,https://www.vr-ventures.vc/,,,UK,,,VC,,
VSquared Ventures,https://vsquared.vc/,,,UK,,,VC,,
VTF Capital,https://vtfcapital.com/,,,USA,,,Other,,
VTT Ventures,http://www.vttventures.fi/,,Finland,Finland,3. Early Revenue,,Corporate VC,,
VU Venture Partners,https://www.vuventurepartners.com/,https://www.linkedin.com/company/vu-venture-partners/,"500 Washington St, 340, San Francisco, California 94111, US","USA,China,India,Canada,UK,Germany,Japan,Singapore,Brazil,Mexico,Colombia,France,Sweden,Philippines,Malaysia,South Korea,Russia,Italy,Switzerland,Spain,Portugal,Israel,South Africa,Kenya,Ghana,Nigeria","3. Early Revenue,4. Scaling,5. Growth","We invest in Consumer, Enterprise, Fintech, Frontier, Healthcare, and Proptech through dedicated teams.

We are a multi-stage, multi-sector investment fund investing in startups addressing the largest market opportunities globally. ",VC,"$100,000 ","$1,000,000 "
Vulcan Capital,https://capital.vulcan.com/Approach.aspx,https://www.linkedin.com/company/vulcancapital/,"505 5th Ave S, Seattle, Washington 98104, USA","Canada,Israel,USA","3. Early Revenue,4. Scaling","Vulcan Capital has no defined limits on size or structure, but generally targets direct equity investments of $10 million to $100 million, as well as select smaller venture investments",Family office,"$10,000,000 ","$100,000,000 "
Vulcano,https://www.vulcano.vc/,,,Chile,,,Other,,
VVNP VisVires New Protein,http://visviresnewprotein.com/,,Singapore,"USA,Israel,Canada","2. Prototype,3. Early Revenue",,VC,"$1,000,000 ",
W Ventures,https://wventures.jp/,,,Japan,,,VC,,
W&W Brandpool,https://www.ww-brandpool.com,https://www.linkedin.com/company/w&w-brandpool,"Gutenbergstraße 30, Stuttgart, Baden-Württemberg 70176, DE","Germany,Switzerland,Austria","4. Scaling,5. Growth","We invest in B2C and B2B2C startups covering the topic of precaution, such as Fintech, Mobility, Proptech, Edtech, Healthtech and all models targeting families.",Corporate VC,"$1,000,000 ","$20,000,000 "
W23 by Woolworths,https://www.w23.vc/,,Australia,Australia,,,Corporate VC,"$500,000 ",
Wadhawan Global Capital,http://www.wgcworld.com/,https://www.linkedin.com/company/wadhawan-global-capital/,"Mumbai, Maharashtra, India",India,,,Corporate VC,,
Wadi Ventures,http://www.wadiventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Wakestream Ventures,http://www.wakestreamventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
WakeUp Capital,https://www.wakeupcapital.com/,,,,,,Other,,
Walden International,http://www.waldenintl.com/,,"San Francisco, California, United States",USA,,,Other,,
Walden Venture Capital,http://www.waldenvc.com/,,"San Francisco, California, United States",USA,,,Other,,
Walerud Ventures,https://www.walerud.com/,,Sweden,Sweden,"2. Prototype,3. Early Revenue",,VC,"$100,000 ",
Walnut Venture Associates,http://www.walnutventures.com/,,,,,,Angel network,,
Walvis,https://www.walvis.com/team/,https://www.linkedin.com/company/walvis-participaties/,,Netherlands,"4. Scaling,5. Growth",,Other,,
Wanaka Capital Partners,http://www.wanakacapital.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Warburg Pincus,https://www.warburgpincus.com/,,USA,"USA,Israel,Canada","3. Early Revenue,4. Scaling",,VC,,
Wasabi Ventures,https://www.wasabivp.com/,,,USA,,,Other,,
Wasatch Global Investors,https://wasatchglobal.com/,,,USA,,,Other,,
WaterEquity,https://waterequity.org/,,,,,,,,
Watermark Venture Capital,https://www.watermarkvc.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Watershed Growth Ventures,http://watershedgrowthventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Watertower Group,http://www.watertowergroup.com/,,,,,,Other,,
Wave Ventures,https://www.wave.ventures/,https://www.linkedin.com/company/wave-ventures/,"Fredrikinkatu 42, Helsinki, 00100, FI","Finland,Sweden,Denmark,Norway,Estonia,Lithuania,Latvia","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in startups solving millennial problems and startups emerging from the university ecosystem.,VC,"$50,000 ","$50,000 "
Waveline,http://www.waveline.vc/,https://www.linkedin.com/company/waveline-investments,,,"2. Prototype,3. Early Revenue",,VC,,
Wealthing VC Club,https://wealthing.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Weatherford Capital,https://www.weatherfordcapital.com/,https://www.linkedin.com/company/weatherford-capital,"Tampa, Florida, United States",USA,,,Family office,,
Webb Investment Network,http://www.winfunding.com,https://www.linkedin.com/company/webb-investment-network,"San Francisco, California, United States",USA,,,Family office,,
Weekend Fund,https://weekend.fund/,,,,,,,,
WeKiX,http://www.Wekix.com,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Wellborn Ventures,http://www.wellbornvc.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Wellcome,https://wellcome.ac.uk/news/directors-update-taking-risks-bold-ideas,,UK,"Israel,USA,Canada,UK","3. Early Revenue,4. Scaling",,VC,,
Wellington Management,https://www.wellington.com/en/,,"Boston, Massachusetts, United States","USA,Israel,Canada",4. Scaling,,VC,,
Wellington Partners,https://www.wellington-partners.com/welcome/,,Germany,"UK,Germany","3. Early Revenue,4. Scaling",,VC,,
Wells Fargo Strategic Capital,https://www.wellsfargo.com/com/financing/strategic-capital/,,"Houston, Texas, United States",USA,,,Corporate VC,,
Wellstreet,http://www.wellstreet.se/,,,,,,Other,,
Welltech1,https://www.welltech1.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Wentworth Global Capital Partners,http://www.wentworthsecurities.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
WePlay Ventures,https://www.weplayventures.com/,https://www.linkedin.com/company/weplayventures,"Kayisdagi St, Istanbul, Atasehir 34755, Turkey",Turkey,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in gaming startups at early stage. ,VC,"$75,000 ","$500,000 "
Weru Investment,http://www.weruinvest.com/,,,Japan,,,VC,,
West Capital Advisors,http://www.westcapadv.com,https://www.linkedin.com/company/west-capital-advisors-llc,"Chicago, Illinois, United States",USA,,,Family office,,
West Lane Capital,http://www.westlanecap.com/,,,,,,,,
West Loop Ventures,http://www.westloopventures.com/,,,,,,,,
West Suburban Angels,http://www.westsuburbanangels.com/,,,,,,Angel network,,
West Web Valley,https://west-web-valley.fr/,https://www.linkedin.com/company/west-web-valley,110 rue Charles Nungesser 29490 Guipavas,France,"2. Prototype,3. Early Revenue,4. Scaling",We invest in Western France in early stage companies with a digital focus in all economic sectors.,VC,"$200,000 ","$1,000,000 "
Westchester Angels,http://www.westchesterangels.com/,,,,,,Angel network,,
Westcott,http://www.westcott.com,,"Dallas, Texas, United States",USA,,,Family office,,
Western Digital Capital,https://www.westerndigital.com/,,"Irvine, California, United States",USA,,,Corporate VC,,
Westlake Village Biopartners,http://westlakebio.com/,,USA,USA,3. Early Revenue,,VC,,
WestWave Capital,https://www.westwavecapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Wharton Alumni Angels,http://whartonalumniangels.com/,,,,,,Angel network,,
White Star Capital,https://www.whitestarcapital.com/,https://www.linkedin.com/company/white-star-capital/,"New York, New York, United States","USA,Canada","3. Early Revenue,4. Scaling",,VC,,
Whiteboard Venture Partners,https://www.whiteboard.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
WI Harper Group,https://wiharper.com,,"San Francisco, California, United States","China,Taiwan,USA","3. Early Revenue,4. Scaling",,VC,,
Widus Partners​,https://widuspartners.com/,,,Hong Kong,,,VC,,
WIL World Innovation Lab,https://wilab.com/,,"Palo Alto, California, United States",USA,,,Other,,
Wildcat VC,http://www.wildcat.vc/,,,,,,,,
William and Flora Hewlett Foundation,http://www.hewlett.org/,https://www.linkedin.com/company/the-william-and-flora-hewlett-foundation/,"Menlo Park, California, United States",USA,,,Family office,,
WillowWorks,https://www.willowworksco.com/,,USA,USA,"2. Prototype,3. Early Revenue",,VC,,
Wilmington Investor Network,http://www.wilmingtoninvestor.com/,,,,,,Angel network,,
Windforce Ventures,http://windforceventures.com/,,,USA,,,Other,,
Windham Venture Partners,https://windhamvp.com/,,,,,,,,
WindSail Capital,http://windsailcapital.com/,,,,,,VC,,
Wing Venture Capital,https://www.wing.vc/,https://www.linkedin.com/company/wing-venture-capital,480 Lytton Street Palo Alto CA 94301,"USA,Israel,Canada","2. Prototype,3. Early Revenue,4. Scaling",We invest in early-stage and stealth B2B companies focused on powering the modern enterprise—a digitally-native workplace built on data and powered by AI—often before revenue. ,VC,"$50,000 ","$10,000,000 "
Wingman Ventures,https://www.wingman.ch/,,,UK,,,VC,,
Winklevoss Capital,http://winklevosscapital.com,https://www.linkedin.com/company/winklevoss-capital,"New York, New York, United States",USA,,,Family office,,
Winnebago Seed Fund,http://winnebagoseedfund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Winnovation,http://site9175211.91.webydo.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Winton Ventures,https://www.winton.com/ventures,,"London, England, United Kingdom",UK,,,Corporate VC,,
Wireframe Ventures,https://www.wireframevc.com/,,USA,USA,3. Early Revenue,,VC,,
Wisc Partners,https://wiscpartners.com/,,,,,,,,
Wisconsin Angel Network,http://www.wisconsinangelnetwork.com/,,,,,,Angel network,,
Wix Capital,https://www.wix.com/wix-capital,https://www.linkedin.com/company/wix-com,"HaNamal 40, Tel Aviv-Yafo, Israel ","UK,USA,Israel","3. Early Revenue,4. Scaling","We invest in startups that share Wix’s technology, innovation and development mindset, and offer synergy with our own growth strategy. We invest in startups that offer significant industry opportunities to shape the future of the web and that offer the potential to become strategic partners of Wix.",Corporate VC,"$250,000 ","$8,000,000 "
WndrCo,https://www.wndrco.com/,,,,,,Other,,
WOCstar Fund,https://www.wocstar.com,https://www.linkedin.com/company/wocstarfund/,"New York, US",USA,"3. Early Revenue,4. Scaling","We invest in companies and technology that are redefining how we will Consume, Work & Learn, Build Wealth, & Create a Sustainable World.",VC,"$200,000 ","$2,000,000 "
Wolf Aaron Risk Capital,http://www.wolfaaronrc.com,,"San Francisco, California, United States",USA,,,Family office,,
Women Nation Fund,https://womennationfund.livenation.com/,,,,,,Other,,
Women's Capital Connection,http://www.womenscapitalconnection.com/,,,,,,Angel network,,
Women's Startup Lab,https://womenstartuplab.com/,,,,,,"Incubator, Accelerator",,
Women's Venture Capital Fund,https://www.womensvcfund.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Wonder Ventures,https://wondervc.com/,,,,,,,,
Woodford Investment Management,https://woodfordfunds.com/,,,UK,,,Other,,
Wooshin Venture Investment,http://www.wooshinvc.com/,,,South Korea,,,Other,,
Worcester Investments,http://www.worcesterinvestments.com/,https://www.linkedin.com/company/worcester-investments/,"Kansas City, Missouri, United States",USA,,,Family office,,
Work-Bench,http://work-bench.com,,,,,,VC,,
Work.Fund,https://www.work.fund/,,,"USA,UK,Australia",,,Other,,
